,Oakland,Elmhurst
B23001_169M Standard Error For!!Female:!!75 years and over:,325.2279635258359,87.14238536495411
B23001_170M Standard Error For!!Female:!!75 years and over:!!In labor force:,104.55927051671732,25.481205975847644
B23001_171M Standard Error For!!Female:!!75 years and over:!!In labor force:!!Employed,104.55927051671732,25.481205975847644
B23001_172M Standard Error For!!Female:!!75 years and over:!!In labor force:!!Unemployed,27.96352583586626,25.912634025467614
B23001_173M Standard Error For!!Female:!!75 years and over:!!Not in labor force,313.677811550152,87.68983791006426
B05001_001E Total:,392890.0,36810.0
"B05001_002E U.S. citizen, born in the United States",278998.0,23576.0
"B05001_003E U.S. citizen, born in Puerto Rico or U.S. Island Areas",845.0,81.0
"B05001_004E U.S. citizen, born abroad of American parent(s)",4938.0,332.0
B05001_005E U.S. citizen by naturalization,45522.0,2470.0
B05001_006E Not a U.S. citizen,62587.0,10351.0
B05001_001M Standard Error For!!Total:,58.358662613981764,1065.2286070567575
"B05001_002M Standard Error For!!U.S. citizen, born in the United States",1512.4620060790273,756.0225574977394
"B05001_003M Standard Error For!!U.S. citizen, born in Puerto Rico or U.S. Island Areas",141.03343465045592,52.26549607344602
"B05001_004M Standard Error For!!U.S. citizen, born abroad of American parent(s)",377.5075987841945,98.65270650504945
B05001_005M Standard Error For!!U.S. citizen by naturalization,871.1246200607902,238.76497239068368
B05001_006M Standard Error For!!Not a U.S. citizen,1444.984802431611,774.6601184814863
