,Total:,No bedroom,1 bedroom,2 bedrooms,3 bedrooms,4 bedrooms,5 or more bedrooms,county
06085503703,912.0,49.0,35.0,221.0,391.0,172.0,44.0,scl
06085503707,1468.0,36.0,125.0,530.0,605.0,170.0,2.0,scl
06085503708,744.0,0.0,15.0,128.0,359.0,158.0,84.0,scl
06085503709,1443.0,44.0,135.0,750.0,336.0,166.0,12.0,scl
06085503710,924.0,48.0,248.0,244.0,291.0,70.0,23.0,scl
06085503711,1033.0,0.0,82.0,429.0,383.0,107.0,32.0,scl
06085503712,1304.0,97.0,285.0,648.0,261.0,0.0,13.0,scl
06085503713,1127.0,140.0,369.0,574.0,32.0,12.0,0.0,scl
06085503802,2328.0,54.0,139.0,422.0,1216.0,419.0,78.0,scl
06085503803,1406.0,0.0,0.0,402.0,392.0,495.0,117.0,scl
06085503804,1550.0,9.0,82.0,578.0,552.0,290.0,39.0,scl
06085503902,1485.0,58.0,161.0,331.0,756.0,142.0,37.0,scl
06085503903,928.0,0.0,219.0,108.0,427.0,113.0,61.0,scl
06085504001,1613.0,55.0,82.0,567.0,743.0,144.0,22.0,scl
06085504002,1389.0,0.0,204.0,436.0,377.0,328.0,44.0,scl
06085504101,1042.0,0.0,7.0,271.0,456.0,214.0,94.0,scl
06085504102,1391.0,10.0,30.0,233.0,853.0,191.0,74.0,scl
06085504201,1739.0,0.0,77.0,343.0,879.0,287.0,153.0,scl
06085504202,1550.0,0.0,0.0,111.0,730.0,526.0,183.0,scl
06085504307,1760.0,0.0,107.0,380.0,481.0,607.0,185.0,scl
06085504308,1490.0,34.0,79.0,118.0,477.0,603.0,179.0,scl
06085504311,2400.0,0.0,135.0,743.0,726.0,682.0,114.0,scl
06085504314,1350.0,0.0,9.0,20.0,541.0,693.0,87.0,scl
06085504315,2029.0,0.0,54.0,402.0,765.0,762.0,46.0,scl
06085504316,1442.0,7.0,19.0,143.0,804.0,423.0,46.0,scl
06085504317,1240.0,0.0,35.0,94.0,506.0,555.0,50.0,scl
06085504318,1491.0,44.0,118.0,405.0,815.0,84.0,25.0,scl
06085504319,1970.0,115.0,137.0,293.0,442.0,709.0,274.0,scl
06085504320,848.0,0.0,5.0,22.0,369.0,409.0,43.0,scl
06085504321,1598.0,33.0,224.0,205.0,629.0,453.0,54.0,scl
06085504322,2047.0,0.0,277.0,1121.0,527.0,101.0,21.0,scl
06085504323,1833.0,54.0,278.0,399.0,486.0,510.0,106.0,scl
06085504410,1252.0,32.0,42.0,129.0,489.0,459.0,101.0,scl
06085504411,1567.0,0.0,57.0,97.0,686.0,659.0,68.0,scl
06085504412,1347.0,7.0,92.0,405.0,637.0,164.0,42.0,scl
06085504413,711.0,25.0,152.0,182.0,215.0,137.0,0.0,scl
06085504414,1508.0,0.0,0.0,67.0,614.0,700.0,127.0,scl
06085504415,1593.0,0.0,0.0,88.0,774.0,627.0,104.0,scl
06085504416,1134.0,0.0,0.0,180.0,568.0,386.0,0.0,scl
06085504417,105.0,0.0,0.0,32.0,10.0,31.0,32.0,scl
06085504418,1334.0,0.0,169.0,489.0,416.0,213.0,47.0,scl
06085504420,1416.0,0.0,78.0,193.0,493.0,522.0,130.0,scl
06085504421,1396.0,12.0,0.0,135.0,554.0,520.0,175.0,scl
06085504422,1049.0,47.0,9.0,59.0,633.0,208.0,93.0,scl
06085504423,663.0,0.0,0.0,38.0,314.0,222.0,89.0,scl
06085504504,2456.0,13.0,524.0,1101.0,685.0,98.0,35.0,scl
06085504505,1187.0,19.0,26.0,96.0,658.0,301.0,87.0,scl
06085504506,2316.0,15.0,351.0,1098.0,509.0,287.0,56.0,scl
06085504507,1701.0,2.0,138.0,248.0,941.0,321.0,51.0,scl
06085504601,539.0,0.0,45.0,196.0,191.0,107.0,0.0,scl
06085504602,519.0,42.0,18.0,142.0,217.0,88.0,12.0,scl
06085504700,103.0,0.0,0.0,28.0,39.0,36.0,0.0,scl
06085504802,1815.0,11.0,260.0,456.0,894.0,82.0,112.0,scl
06085504803,2607.0,315.0,482.0,1090.0,579.0,134.0,7.0,scl
06085504805,2355.0,66.0,101.0,1002.0,1084.0,83.0,19.0,scl
06085504806,803.0,21.0,0.0,53.0,488.0,198.0,43.0,scl
06085504901,3548.0,51.0,791.0,1642.0,786.0,258.0,20.0,scl
06085505001,3588.0,182.0,634.0,976.0,992.0,731.0,73.0,scl
06085505006,1969.0,14.0,710.0,954.0,285.0,6.0,0.0,scl
06085505007,1016.0,0.0,6.0,277.0,350.0,319.0,64.0,scl
06085505008,2598.0,66.0,1298.0,1155.0,79.0,0.0,0.0,scl
06085505009,2419.0,104.0,328.0,1007.0,827.0,153.0,0.0,scl
06085505100,1410.0,131.0,425.0,588.0,191.0,49.0,26.0,scl
06085505202,2208.0,0.0,795.0,784.0,512.0,57.0,60.0,scl
06085505203,1260.0,50.0,265.0,599.0,233.0,94.0,19.0,scl
06085505301,1384.0,27.0,166.0,424.0,642.0,88.0,37.0,scl
06085505302,1469.0,0.0,137.0,140.0,685.0,423.0,84.0,scl
06085505303,2245.0,18.0,576.0,1045.0,461.0,76.0,69.0,scl
06085505304,1104.0,0.0,0.0,23.0,797.0,184.0,100.0,scl
06085505305,2158.0,132.0,289.0,243.0,1087.0,303.0,104.0,scl
06085505401,2567.0,0.0,805.0,1224.0,306.0,195.0,37.0,scl
06085505402,1182.0,22.0,115.0,378.0,579.0,47.0,41.0,scl
06085505403,2791.0,55.0,669.0,1270.0,668.0,129.0,0.0,scl
06085505500,1648.0,0.0,243.0,324.0,924.0,132.0,25.0,scl
06085505600,1368.0,125.0,462.0,459.0,206.0,107.0,9.0,scl
06085505700,2431.0,128.0,644.0,1011.0,535.0,71.0,42.0,scl
06085505800,1607.0,30.0,62.0,351.0,968.0,173.0,23.0,scl
06085505900,3128.0,145.0,808.0,784.0,1027.0,331.0,33.0,scl
06085506000,1905.0,18.0,303.0,525.0,864.0,160.0,35.0,scl
06085506101,1751.0,19.0,122.0,179.0,848.0,504.0,79.0,scl
06085506102,1644.0,0.0,167.0,471.0,760.0,168.0,78.0,scl
06085506103,1724.0,0.0,97.0,431.0,768.0,366.0,62.0,scl
06085506202,2584.0,72.0,330.0,318.0,1047.0,635.0,182.0,scl
06085506203,2525.0,43.0,1115.0,998.0,320.0,26.0,23.0,scl
06085506204,2181.0,0.0,58.0,609.0,1074.0,328.0,112.0,scl
06085506301,2491.0,0.0,972.0,948.0,475.0,82.0,14.0,scl
06085506302,2512.0,71.0,283.0,578.0,993.0,554.0,33.0,scl
06085506304,2188.0,284.0,758.0,786.0,192.0,145.0,23.0,scl
06085506305,2641.0,14.0,733.0,1053.0,428.0,344.0,69.0,scl
06085506401,2071.0,260.0,650.0,518.0,497.0,102.0,44.0,scl
06085506402,2335.0,68.0,879.0,644.0,408.0,291.0,45.0,scl
06085506501,2618.0,89.0,512.0,1533.0,364.0,120.0,0.0,scl
06085506502,2031.0,0.0,284.0,1246.0,366.0,76.0,59.0,scl
06085506503,2767.0,76.0,705.0,1141.0,619.0,201.0,25.0,scl
06085506601,1782.0,112.0,357.0,326.0,641.0,316.0,30.0,scl
06085506603,1428.0,0.0,0.0,101.0,730.0,492.0,105.0,scl
06085506604,2675.0,30.0,33.0,243.0,1611.0,723.0,35.0,scl
06085506605,1595.0,99.0,283.0,401.0,537.0,243.0,32.0,scl
06085506606,1710.0,32.0,256.0,460.0,707.0,247.0,8.0,scl
06085506701,1402.0,0.0,38.0,199.0,649.0,405.0,111.0,scl
06085506702,2161.0,13.0,253.0,689.0,620.0,434.0,152.0,scl
06085506703,1457.0,53.0,122.0,296.0,826.0,133.0,27.0,scl
06085506801,2265.0,0.0,128.0,544.0,917.0,525.0,151.0,scl
06085506802,1899.0,44.0,148.0,297.0,942.0,419.0,49.0,scl
06085506803,2428.0,122.0,188.0,197.0,931.0,894.0,96.0,scl
06085506804,1384.0,0.0,0.0,169.0,683.0,426.0,106.0,scl
06085506900,2750.0,0.0,182.0,276.0,834.0,1009.0,449.0,scl
06085507001,3225.0,106.0,418.0,801.0,1182.0,556.0,162.0,scl
06085507002,1088.0,0.0,40.0,143.0,443.0,341.0,121.0,scl
06085507100,1333.0,0.0,429.0,455.0,261.0,180.0,8.0,scl
06085507203,971.0,87.0,114.0,189.0,297.0,223.0,61.0,scl
06085507205,1965.0,44.0,171.0,246.0,797.0,568.0,139.0,scl
06085507206,975.0,0.0,18.0,97.0,296.0,365.0,199.0,scl
06085507301,2470.0,53.0,200.0,199.0,739.0,836.0,443.0,scl
06085507302,1053.0,57.0,20.0,104.0,372.0,398.0,102.0,scl
06085507401,1879.0,0.0,0.0,21.0,491.0,924.0,443.0,scl
06085507402,1496.0,30.0,113.0,177.0,513.0,488.0,175.0,scl
06085507500,1991.0,0.0,16.0,115.0,470.0,974.0,416.0,scl
06085507600,2052.0,0.0,36.0,184.0,479.0,919.0,434.0,scl
06085507701,1398.0,0.0,10.0,190.0,382.0,675.0,141.0,scl
06085507702,2118.0,0.0,0.0,127.0,634.0,1072.0,285.0,scl
06085507703,2657.0,40.0,134.0,633.0,955.0,571.0,324.0,scl
06085507805,1863.0,11.0,481.0,794.0,254.0,214.0,109.0,scl
06085507806,2059.0,227.0,305.0,798.0,311.0,253.0,165.0,scl
06085507807,1061.0,0.0,41.0,290.0,353.0,334.0,43.0,scl
06085507808,1823.0,0.0,90.0,108.0,1049.0,470.0,106.0,scl
06085507903,1655.0,0.0,11.0,111.0,775.0,526.0,232.0,scl
06085507904,1117.0,0.0,0.0,26.0,482.0,421.0,188.0,scl
06085507905,2223.0,195.0,237.0,759.0,596.0,294.0,142.0,scl
06085507906,1424.0,0.0,0.0,101.0,663.0,530.0,130.0,scl
06085508001,2922.0,15.0,506.0,770.0,947.0,667.0,17.0,scl
06085508003,763.0,6.0,37.0,374.0,210.0,136.0,0.0,scl
06085508004,2238.0,55.0,347.0,597.0,743.0,308.0,188.0,scl
06085508101,2413.0,0.0,243.0,809.0,800.0,485.0,76.0,scl
06085508102,1198.0,52.0,269.0,276.0,403.0,187.0,11.0,scl
06085508202,2939.0,66.0,365.0,541.0,1155.0,640.0,172.0,scl
06085508203,1873.0,0.0,204.0,344.0,694.0,470.0,161.0,scl
06085508204,1552.0,12.0,193.0,287.0,578.0,334.0,148.0,scl
06085508301,1566.0,36.0,139.0,52.0,580.0,497.0,262.0,scl
06085508303,915.0,0.0,34.0,28.0,338.0,461.0,54.0,scl
06085508304,3025.0,128.0,410.0,1391.0,669.0,374.0,53.0,scl
06085508401,2536.0,0.0,419.0,440.0,1155.0,430.0,92.0,scl
06085508403,1049.0,0.0,19.0,116.0,259.0,527.0,128.0,scl
06085508404,2443.0,76.0,121.0,690.0,771.0,553.0,232.0,scl
06085508503,2924.0,387.0,936.0,891.0,488.0,179.0,43.0,scl
06085508504,3329.0,209.0,1375.0,1247.0,344.0,113.0,41.0,scl
06085508505,2013.0,79.0,275.0,693.0,690.0,241.0,35.0,scl
06085508507,1543.0,62.0,603.0,816.0,62.0,0.0,0.0,scl
06085508508,1933.0,31.0,500.0,504.0,630.0,223.0,45.0,scl
06085508601,1446.0,0.0,131.0,409.0,741.0,127.0,38.0,scl
06085508602,1867.0,181.0,544.0,558.0,539.0,29.0,16.0,scl
06085508703,3178.0,51.0,663.0,1133.0,878.0,443.0,10.0,scl
06085508704,2414.0,173.0,960.0,835.0,445.0,1.0,0.0,scl
06085508800,1509.0,30.0,449.0,568.0,421.0,12.0,29.0,scl
06085508900,1855.0,257.0,321.0,476.0,695.0,81.0,25.0,scl
06085509000,2613.0,99.0,560.0,820.0,940.0,186.0,8.0,scl
06085509102,2487.0,0.0,549.0,1438.0,388.0,112.0,0.0,scl
06085509105,3075.0,27.0,874.0,1375.0,542.0,233.0,24.0,scl
06085509106,1788.0,40.0,582.0,446.0,457.0,228.0,35.0,scl
06085509107,2057.0,82.0,986.0,931.0,58.0,0.0,0.0,scl
06085509108,1842.0,84.0,407.0,852.0,458.0,20.0,21.0,scl
06085509109,1865.0,56.0,155.0,732.0,743.0,179.0,0.0,scl
06085509201,2498.0,171.0,739.0,936.0,418.0,223.0,11.0,scl
06085509202,1816.0,27.0,480.0,392.0,613.0,215.0,89.0,scl
06085509302,1211.0,15.0,243.0,97.0,706.0,135.0,15.0,scl
06085509303,1800.0,69.0,848.0,642.0,190.0,42.0,9.0,scl
06085509304,1174.0,73.0,142.0,671.0,288.0,0.0,0.0,scl
06085509401,1623.0,305.0,660.0,421.0,163.0,57.0,17.0,scl
06085509403,2071.0,20.0,1268.0,716.0,67.0,0.0,0.0,scl
06085509404,2758.0,125.0,864.0,1137.0,551.0,70.0,11.0,scl
06085509500,2323.0,81.0,696.0,832.0,652.0,46.0,16.0,scl
06085509600,1407.0,0.0,465.0,595.0,204.0,108.0,35.0,scl
06085509700,1414.0,0.0,346.0,602.0,364.0,74.0,28.0,scl
06085509801,2129.0,108.0,307.0,359.0,965.0,311.0,79.0,scl
06085509802,1123.0,42.0,135.0,172.0,538.0,215.0,21.0,scl
06085509901,673.0,0.0,15.0,62.0,383.0,135.0,78.0,scl
06085509902,1837.0,13.0,186.0,318.0,393.0,733.0,194.0,scl
06085510001,2135.0,0.0,0.0,133.0,945.0,853.0,204.0,scl
06085510002,1316.0,0.0,0.0,163.0,466.0,464.0,223.0,scl
06085510100,1118.0,0.0,0.0,62.0,360.0,526.0,170.0,scl
06085510200,1545.0,0.0,10.0,89.0,651.0,662.0,133.0,scl
06085510300,1738.0,38.0,109.0,599.0,515.0,387.0,90.0,scl
06085510400,1133.0,0.0,67.0,177.0,371.0,368.0,150.0,scl
06085510500,1870.0,8.0,234.0,278.0,652.0,494.0,204.0,scl
06085510600,2416.0,96.0,275.0,612.0,869.0,414.0,150.0,scl
06085510700,1952.0,70.0,538.0,641.0,478.0,194.0,31.0,scl
06085510801,1769.0,0.0,19.0,287.0,845.0,475.0,143.0,scl
06085510802,759.0,0.0,107.0,89.0,334.0,207.0,22.0,scl
06085510803,1054.0,111.0,186.0,120.0,390.0,201.0,46.0,scl
06085510900,2047.0,44.0,256.0,524.0,693.0,347.0,183.0,scl
06085511000,2418.0,0.0,326.0,600.0,837.0,514.0,141.0,scl
06085511100,1938.0,0.0,0.0,161.0,905.0,612.0,260.0,scl
06085511200,1828.0,31.0,60.0,287.0,558.0,545.0,347.0,scl
06085511301,1727.0,181.0,306.0,671.0,356.0,88.0,125.0,scl
06085511302,2484.0,331.0,917.0,775.0,307.0,71.0,83.0,scl
06085511400,1478.0,0.0,92.0,351.0,503.0,289.0,243.0,scl
06085511500,3017.0,137.0,577.0,875.0,688.0,558.0,182.0,scl
06085511608,239.0,0.0,53.0,176.0,0.0,10.0,0.0,scl
06085511609,1975.0,131.0,890.0,892.0,24.0,38.0,0.0,scl
06085511701,1479.0,0.0,11.0,40.0,339.0,618.0,471.0,scl
06085511702,962.0,0.0,0.0,87.0,424.0,303.0,148.0,scl
06085511704,1649.0,0.0,0.0,64.0,361.0,705.0,519.0,scl
06085511705,340.0,0.0,0.0,74.0,122.0,144.0,0.0,scl
06085511707,1264.0,0.0,189.0,297.0,194.0,378.0,206.0,scl
06085511800,1697.0,0.0,198.0,381.0,617.0,382.0,119.0,scl
06085511905,1110.0,8.0,0.0,127.0,235.0,487.0,253.0,scl
06085511907,1346.0,0.0,0.0,48.0,496.0,664.0,138.0,scl
06085511909,2715.0,0.0,8.0,95.0,767.0,1286.0,559.0,scl
06085511910,1078.0,0.0,0.0,0.0,223.0,633.0,222.0,scl
06085511911,1852.0,0.0,267.0,342.0,551.0,552.0,140.0,scl
06085511912,1769.0,13.0,0.0,61.0,544.0,849.0,302.0,scl
06085511913,1456.0,0.0,29.0,30.0,251.0,900.0,246.0,scl
06085511914,1995.0,0.0,14.0,86.0,602.0,1037.0,256.0,scl
06085511915,1302.0,0.0,352.0,613.0,255.0,54.0,28.0,scl
06085511916,1690.0,39.0,102.0,208.0,817.0,399.0,125.0,scl
06085512001,2021.0,0.0,10.0,239.0,699.0,853.0,220.0,scl
06085512005,2224.0,0.0,37.0,193.0,738.0,959.0,297.0,scl
06085512017,2223.0,0.0,103.0,417.0,1041.0,595.0,67.0,scl
06085512019,1607.0,26.0,169.0,282.0,440.0,604.0,86.0,scl
06085512020,2817.0,402.0,1304.0,533.0,309.0,233.0,36.0,scl
06085512021,2102.0,21.0,9.0,534.0,775.0,617.0,146.0,scl
06085512022,1899.0,98.0,202.0,815.0,534.0,250.0,0.0,scl
06085512023,2030.0,184.0,121.0,900.0,620.0,205.0,0.0,scl
06085512024,1754.0,102.0,163.0,162.0,880.0,365.0,82.0,scl
06085512025,1087.0,22.0,16.0,17.0,334.0,538.0,160.0,scl
06085512026,1413.0,21.0,60.0,524.0,570.0,238.0,0.0,scl
06085512027,1640.0,107.0,521.0,342.0,285.0,374.0,11.0,scl
06085512029,2392.0,36.0,221.0,344.0,776.0,785.0,230.0,scl
06085512030,997.0,0.0,38.0,34.0,262.0,506.0,157.0,scl
06085512031,1408.0,0.0,0.0,41.0,537.0,791.0,39.0,scl
06085512032,1054.0,0.0,0.0,154.0,392.0,426.0,82.0,scl
06085512033,2004.0,55.0,69.0,355.0,522.0,775.0,228.0,scl
06085512034,1054.0,0.0,0.0,115.0,660.0,203.0,76.0,scl
06085512035,1392.0,29.0,86.0,79.0,406.0,575.0,217.0,scl
06085512036,1777.0,189.0,357.0,485.0,247.0,364.0,135.0,scl
06085512037,1012.0,0.0,0.0,21.0,515.0,411.0,65.0,scl
06085512038,1120.0,63.0,47.0,675.0,170.0,165.0,0.0,scl
06085512039,1361.0,0.0,0.0,133.0,650.0,548.0,30.0,scl
06085512042,857.0,63.0,106.0,47.0,334.0,302.0,5.0,scl
06085512043,1671.0,0.0,158.0,726.0,568.0,204.0,15.0,scl
06085512045,1870.0,0.0,0.0,41.0,943.0,804.0,82.0,scl
06085512047,1768.0,0.0,12.0,192.0,617.0,857.0,90.0,scl
06085512052,1819.0,116.0,201.0,946.0,418.0,128.0,10.0,scl
06085512053,1613.0,46.0,0.0,584.0,375.0,583.0,25.0,scl
06085512100,475.0,0.0,44.0,46.0,199.0,120.0,66.0,scl
06085512200,1573.0,37.0,169.0,213.0,333.0,618.0,203.0,scl
06085512305,1342.0,0.0,91.0,150.0,381.0,399.0,321.0,scl
06085512307,2394.0,12.0,70.0,548.0,675.0,728.0,361.0,scl
06085512308,2186.0,0.0,0.0,118.0,665.0,1114.0,289.0,scl
06085512309,1731.0,0.0,0.0,327.0,509.0,694.0,201.0,scl
06085512310,1317.0,17.0,109.0,564.0,395.0,213.0,19.0,scl
06085512311,1097.0,0.0,72.0,248.0,371.0,333.0,73.0,scl
06085512312,932.0,0.0,0.0,71.0,399.0,398.0,64.0,scl
06085512313,1200.0,0.0,89.0,432.0,449.0,171.0,59.0,scl
06085512314,2101.0,167.0,52.0,643.0,845.0,240.0,154.0,scl
06085512401,1422.0,41.0,79.0,182.0,590.0,408.0,122.0,scl
06085512402,1515.0,0.0,22.0,162.0,678.0,465.0,188.0,scl
06085512503,2464.0,15.0,0.0,138.0,756.0,1201.0,354.0,scl
06085512505,2137.0,0.0,130.0,510.0,752.0,626.0,119.0,scl
06085512506,1842.0,37.0,84.0,308.0,934.0,466.0,13.0,scl
06085512508,2620.0,0.0,384.0,481.0,1055.0,539.0,161.0,scl
06085512509,1188.0,0.0,0.0,296.0,399.0,347.0,146.0,scl
06085512510,2116.0,39.0,336.0,236.0,591.0,579.0,335.0,scl
06085512602,830.0,53.0,15.0,197.0,304.0,210.0,51.0,scl
06085512603,1056.0,139.0,132.0,417.0,249.0,106.0,13.0,scl
06085512604,1108.0,21.0,39.0,486.0,392.0,170.0,0.0,scl
06085513000,2218.0,635.0,597.0,829.0,140.0,17.0,0.0,scl
06085513500,301.0,0.0,7.0,57.0,136.0,65.0,36.0,scl
06095250103,1669.0,32.0,52.0,461.0,470.0,573.0,81.0,son
06095250104,879.0,0.0,142.0,74.0,340.0,265.0,58.0,son
06095250105,2229.0,0.0,232.0,351.0,596.0,886.0,164.0,son
06095250106,1412.0,0.0,19.0,12.0,628.0,487.0,266.0,son
06095250200,1506.0,0.0,86.0,594.0,735.0,82.0,9.0,son
06095250300,1266.0,8.0,68.0,385.0,731.0,67.0,7.0,son
06095250400,1359.0,22.0,142.0,706.0,458.0,31.0,0.0,son
06095250501,819.0,42.0,0.0,108.0,566.0,74.0,29.0,son
06095250502,1213.0,0.0,76.0,184.0,539.0,390.0,24.0,son
06095250601,1604.0,10.0,53.0,309.0,884.0,198.0,150.0,son
06095250604,1538.0,0.0,125.0,313.0,482.0,483.0,135.0,son
06095250605,1575.0,0.0,47.0,105.0,822.0,581.0,20.0,son
06095250701,1183.0,29.0,129.0,492.0,433.0,84.0,16.0,son
06095250801,1656.0,20.0,325.0,820.0,257.0,234.0,0.0,son
06095250900,1623.0,282.0,808.0,354.0,155.0,0.0,24.0,son
06095251000,1308.0,28.0,288.0,495.0,345.0,94.0,58.0,son
06095251100,1294.0,46.0,216.0,606.0,270.0,94.0,62.0,son
06095251200,1273.0,29.0,119.0,488.0,530.0,95.0,12.0,son
06095251300,1268.0,0.0,35.0,325.0,719.0,147.0,42.0,son
06095251400,2322.0,0.0,102.0,727.0,1073.0,401.0,19.0,son
06095251500,1587.0,37.0,286.0,875.0,282.0,85.0,22.0,son
06095251600,1291.0,10.0,429.0,542.0,190.0,98.0,22.0,son
06095251701,1652.0,52.0,386.0,824.0,319.0,40.0,31.0,son
06095251702,994.0,0.0,12.0,337.0,459.0,175.0,11.0,son
06095251802,1313.0,9.0,571.0,531.0,105.0,97.0,0.0,son
06095251803,1474.0,0.0,6.0,110.0,968.0,348.0,42.0,son
06095251804,1045.0,12.0,0.0,73.0,520.0,424.0,16.0,son
06095251901,2006.0,112.0,303.0,716.0,632.0,208.0,35.0,son
06095251902,1750.0,0.0,42.0,264.0,858.0,575.0,11.0,son
06095251903,1750.0,0.0,13.0,111.0,893.0,696.0,37.0,son
06095252000,2319.0,71.0,365.0,788.0,682.0,353.0,60.0,son
06095252102,1742.0,30.0,185.0,552.0,769.0,187.0,19.0,son
06095252103,2059.0,0.0,393.0,450.0,493.0,570.0,153.0,son
06095252104,1852.0,0.0,102.0,55.0,676.0,717.0,302.0,son
06095252105,1399.0,0.0,46.0,351.0,493.0,448.0,61.0,son
06095252106,1825.0,52.0,164.0,538.0,494.0,503.0,74.0,son
06095252107,1556.0,29.0,153.0,319.0,538.0,468.0,49.0,son
06095252108,1368.0,0.0,32.0,429.0,487.0,392.0,28.0,son
06095252201,2975.0,14.0,25.0,227.0,1396.0,1054.0,259.0,son
06095252202,3005.0,0.0,0.0,109.0,1386.0,1216.0,294.0,son
06095252305,1643.0,0.0,151.0,245.0,460.0,489.0,298.0,son
06095252306,1290.0,0.0,85.0,62.0,623.0,485.0,35.0,son
06095252310,1216.0,0.0,62.0,137.0,416.0,443.0,158.0,son
06095252311,1646.0,0.0,169.0,60.0,268.0,791.0,358.0,son
06095252312,1300.0,0.0,170.0,297.0,581.0,240.0,12.0,son
06095252313,2150.0,2.0,305.0,681.0,480.0,586.0,96.0,son
06095252314,1477.0,0.0,67.0,54.0,569.0,768.0,19.0,son
06095252315,1438.0,0.0,36.0,54.0,500.0,776.0,72.0,son
06095252316,1151.0,0.0,30.0,204.0,629.0,261.0,27.0,son
06095252317,2197.0,14.0,11.0,140.0,1022.0,683.0,327.0,son
06095252401,1450.0,0.0,105.0,253.0,751.0,313.0,28.0,son
06095252402,1688.0,54.0,113.0,433.0,729.0,346.0,13.0,son
06095252501,995.0,0.0,119.0,358.0,396.0,83.0,39.0,son
06095252502,658.0,37.0,213.0,222.0,173.0,0.0,13.0,son
06095252604,1224.0,11.0,74.0,471.0,463.0,204.0,1.0,son
06095252605,1998.0,0.0,182.0,1007.0,580.0,229.0,0.0,son
06095252606,1800.0,18.0,262.0,448.0,870.0,202.0,0.0,son
06095252607,1212.0,8.0,76.0,449.0,603.0,70.0,6.0,son
06095252608,1380.0,0.0,53.0,486.0,616.0,220.0,5.0,son
06095252610,1066.0,0.0,87.0,10.0,527.0,439.0,3.0,son
06095252611,1191.0,0.0,62.0,665.0,350.0,114.0,0.0,son
06095252702,2417.0,29.0,173.0,371.0,1168.0,573.0,103.0,son
06095252703,1261.0,0.0,0.0,122.0,866.0,266.0,7.0,son
06095252704,1815.0,0.0,231.0,365.0,556.0,642.0,21.0,son
06095252705,1957.0,0.0,0.0,111.0,1019.0,793.0,34.0,son
06095252706,1178.0,0.0,12.0,43.0,774.0,335.0,14.0,son
06095252707,1660.0,0.0,62.0,415.0,960.0,223.0,0.0,son
06095252801,1189.0,0.0,20.0,556.0,420.0,193.0,0.0,son
06095252802,234.0,0.0,26.0,109.0,92.0,7.0,0.0,son
06095252903,1728.0,0.0,36.0,319.0,708.0,536.0,129.0,son
06095252904,1760.0,0.0,188.0,486.0,687.0,172.0,227.0,son
06095252908,1340.0,6.0,165.0,284.0,275.0,517.0,93.0,son
06095252909,1086.0,13.0,0.0,24.0,639.0,389.0,21.0,son
06095252910,1998.0,9.0,128.0,139.0,1225.0,475.0,22.0,son
06095252911,2848.0,0.0,466.0,1594.0,557.0,173.0,58.0,son
06095252912,1882.0,0.0,0.0,82.0,706.0,877.0,217.0,son
06095252913,1727.0,9.0,27.0,235.0,1033.0,379.0,44.0,son
06095252914,1828.0,0.0,111.0,284.0,845.0,486.0,102.0,son
06095252915,958.0,0.0,0.0,50.0,254.0,514.0,140.0,son
06095253000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,son
06095253101,2055.0,0.0,111.0,514.0,915.0,439.0,76.0,son
06095253105,2530.0,37.0,309.0,1074.0,938.0,103.0,69.0,son
06095253106,1273.0,11.0,158.0,334.0,648.0,122.0,0.0,son
06095253107,2345.0,15.0,408.0,681.0,739.0,502.0,0.0,son
06095253108,1442.0,27.0,194.0,148.0,587.0,477.0,9.0,son
06095253201,1786.0,9.0,0.0,91.0,684.0,877.0,125.0,son
06095253203,1567.0,21.0,121.0,248.0,990.0,130.0,57.0,son
06095253204,2448.0,40.0,55.0,672.0,737.0,776.0,168.0,son
06095253205,1101.0,19.0,67.0,208.0,572.0,215.0,20.0,son
06095253206,964.0,0.0,0.0,27.0,415.0,445.0,77.0,son
06095253300,965.0,0.0,38.0,277.0,463.0,154.0,33.0,son
06095253402,2409.0,10.0,333.0,563.0,913.0,429.0,161.0,son
06095253403,1628.0,0.0,0.0,11.0,824.0,758.0,35.0,son
06095253404,2130.0,0.0,176.0,458.0,926.0,537.0,33.0,son
06095253500,3979.0,41.0,230.0,2006.0,1165.0,435.0,102.0,son
06095980000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,son
06097150100,1207.0,35.0,91.0,366.0,546.0,117.0,52.0,sol
06097150202,2687.0,44.0,269.0,1163.0,911.0,257.0,43.0,sol
06097150203,2265.0,77.0,328.0,834.0,788.0,227.0,11.0,sol
06097150204,1802.0,0.0,335.0,437.0,834.0,170.0,26.0,sol
06097150303,2424.0,30.0,84.0,1072.0,1034.0,150.0,54.0,sol
06097150304,2455.0,37.0,204.0,1026.0,955.0,207.0,26.0,sol
06097150305,1722.0,0.0,257.0,809.0,493.0,142.0,21.0,sol
06097150306,1731.0,11.0,273.0,592.0,688.0,152.0,15.0,sol
06097150500,2395.0,89.0,486.0,768.0,890.0,138.0,24.0,sol
06097150601,1397.0,0.0,77.0,303.0,381.0,589.0,47.0,sol
06097150602,1566.0,0.0,26.0,124.0,906.0,458.0,52.0,sol
06097150603,2795.0,221.0,324.0,243.0,1282.0,627.0,98.0,sol
06097150607,1870.0,0.0,101.0,243.0,675.0,655.0,196.0,sol
06097150609,1917.0,13.0,189.0,447.0,902.0,294.0,72.0,sol
