,P030001 Total: Workers 16 years and over,P030005 Total:  Public transportation:
06065040202,954.0,0.0
06065040203,1030.0,63.0
06065040204,1080.0,58.0
06065040301,2205.0,42.0
06065040302,2940.0,37.0
06065040303,960.0,0.0
06065040401,3497.0,16.0
06065040402,1536.0,14.0
06065040403,1813.0,0.0
06065040501,2101.0,9.0
06065040502,1497.0,51.0
06065040503,1412.0,9.0
06065040602,1526.0,0.0
06065040603,651.0,0.0
06065040604,2273.0,30.0
06065040605,955.0,3.0
06065040606,984.0,6.0
06065040701,1168.0,7.0
06065040702,1372.0,8.0
06065040703,1295.0,7.0
06065040803,2790.0,9.0
06065040804,1685.0,26.0
06065040805,292.0,0.0
06065040806,1299.0,49.0
06065040807,1719.0,21.0
06065040808,2703.0,26.0
06065040809,1286.0,8.0
06065040810,5462.0,51.0
06065040811,4008.0,84.0
06065040901,1284.0,33.0
06065040902,2248.0,15.0
06065040903,1104.0,36.0
06065040904,1341.0,28.0
06065041001,1173.0,11.0
06065041002,1225.0,20.0
06065041003,979.0,13.0
06065041004,1716.0,45.0
06065041100,2504.0,74.0
06065041201,1265.0,37.0
06065041202,1471.0,66.0
06065041203,1276.0,28.0
06065041300,2457.0,44.0
06065041403,1266.0,19.0
06065041404,1239.0,11.0
06065041405,1629.0,27.0
06065041406,2333.0,30.0
06065041407,2041.0,82.0
06065041408,1508.0,54.0
06065041409,3396.0,96.0
06065041410,998.0,0.0
06065041411,1119.0,5.0
06065041412,1641.0,31.0
06065041500,743.0,13.0
06065041600,2290.0,41.0
06065041702,1759.0,6.0
06065041703,1821.0,37.0
06065041704,1318.0,8.0
06065041803,1723.0,22.0
06065041804,1737.0,0.0
06065041805,2845.0,40.0
06065041806,1880.0,18.0
06065041807,864.0,0.0
06065041808,1748.0,0.0
06065041809,2725.0,19.0
06065041810,1787.0,28.0
06065041811,2970.0,40.0
06065041812,1470.0,14.0
06065041813,2320.0,45.0
06065041903,5679.0,35.0
06065041904,2277.0,38.0
06065041905,1202.0,12.0
06065041906,2416.0,22.0
06065041907,901.0,15.0
06065041908,3268.0,7.0
06065041909,1965.0,22.0
06065042003,1325.0,10.0
06065042004,1541.0,43.0
06065042005,1064.0,9.0
06065042006,6215.0,87.0
06065042007,1539.0,41.0
06065042008,1889.0,26.0
06065042009,1620.0,25.0
06065042010,1192.0,13.0
06065042100,151.0,6.0
06065042202,584.0,0.0
06065042205,4368.0,54.0
06065042206,2671.0,81.0
06065042207,1310.0,12.0
06065042208,1233.0,16.0
06065042209,1081.0,18.0
06065042210,1948.0,66.0
06065042211,1306.0,31.0
06065042212,2901.0,52.0
06065042213,2210.0,57.0
06065042214,2598.0,47.0
06065042300,2187.0,20.0
06065042401,1035.0,7.0
06065042402,1765.0,16.0
06065042403,1581.0,35.0
06065042404,668.0,17.0
06065042405,1607.0,56.0
06065042406,1665.0,0.0
06065042407,1126.0,17.0
06065042408,1212.0,9.0
06065042409,1171.0,12.0
06065042410,2094.0,24.0
06065042411,1231.0,24.0
06065042412,1747.0,15.0
06065042504,819.0,75.0
06065042505,958.0,26.0
06065042506,1537.0,59.0
06065042507,1442.0,20.0
06065042508,1588.0,16.0
06065042509,1072.0,26.0
06065042510,1681.0,38.0
06065042511,1279.0,12.0
06065042512,1241.0,43.0
06065042513,1361.0,18.0
06065042514,997.0,17.0
06065042515,807.0,20.0
06065042516,1023.0,19.0
06065042517,1233.0,13.0
06065042518,976.0,9.0
06065042519,485.0,0.0
06065042520,1141.0,32.0
06065042521,1660.0,76.0
06065042522,1715.0,28.0
06065042523,686.0,0.0
06065042602,1419.0,8.0
06065042603,4594.0,67.0
06065042604,1397.0,20.0
06065042605,7179.0,163.0
06065042606,1448.0,13.0
06065042706,2079.0,24.0
06065042708,1737.0,13.0
06065042709,929.0,0.0
06065042710,396.0,10.0
06065042711,758.0,7.0
06065042712,3016.0,16.0
06065042713,1748.0,0.0
06065042714,1375.0,25.0
06065042715,2056.0,8.0
06065042716,2088.0,16.0
06065042717,1095.0,0.0
06065042718,1612.0,0.0
06065042719,1427.0,0.0
06065042720,1058.0,8.0
06065042721,1776.0,8.0
06065042722,3070.0,10.0
06065042723,1287.0,19.0
06065042800,1966.0,46.0
06065042901,1519.0,90.0
06065042902,1235.0,34.0
06065042903,1084.0,0.0
06065042904,1882.0,42.0
06065043001,1343.0,47.0
06065043002,3612.0,38.0
06065043003,2064.0,29.0
06065043004,3523.0,20.0
06065043005,1557.0,0.0
06065043006,1378.0,43.0
06065043203,5147.0,21.0
06065043206,2446.0,0.0
06065043207,4111.0,0.0
06065043208,2665.0,0.0
06065043209,3722.0,3.0
06065043210,2069.0,22.0
06065043211,2505.0,17.0
06065043212,1952.0,8.0
06065043213,1618.0,2.0
06065043214,8322.0,5.0
06065043215,1118.0,10.0
06065043216,3067.0,13.0
06065043217,1220.0,0.0
06065043218,2504.0,8.0
06065043219,2972.0,22.0
06065043220,2055.0,10.0
06065043221,6293.0,18.0
06065043222,1560.0,0.0
06065043223,2389.0,20.0
06065043224,2481.0,0.0
06065043225,2273.0,17.0
06065043304,2098.0,7.0
06065043305,1311.0,0.0
06065043306,1210.0,29.0
06065043307,1315.0,33.0
06065043308,812.0,30.0
06065043309,868.0,0.0
06065043310,1027.0,16.0
06065043311,806.0,0.0
06065043312,1362.0,0.0
06065043313,1251.0,10.0
06065043314,1405.0,0.0
06065043315,925.0,0.0
06065043401,1810.0,32.0
06065043403,971.0,0.0
06065043404,417.0,0.0
06065043405,785.0,18.0
06065043503,1020.0,0.0
06065043504,1021.0,18.0
06065043505,564.0,0.0
06065043506,861.0,0.0
06065043507,1406.0,11.0
06065043508,1707.0,16.0
06065043509,1388.0,0.0
06065043510,1602.0,25.0
06065043511,1570.0,11.0
06065043600,2241.0,0.0
06065043701,1037.0,25.0
06065043702,1155.0,13.0
06065043703,677.0,18.0
06065043704,985.0,4.0
06065043802,2023.0,19.0
06065043805,1177.0,0.0
06065043806,1606.0,20.0
06065043807,1408.0,8.0
06065043808,1221.0,7.0
06065043809,877.0,0.0
06065043900,2356.0,31.0
06065044000,533.0,14.0
06065044101,1130.0,20.0
06065044102,922.0,0.0
06065044103,1400.0,16.0
06065044104,970.0,13.0
06065044200,1509.0,17.0
06065044300,1076.0,39.0
06065044401,1755.0,0.0
06065044402,1555.0,0.0
06065044403,1060.0,0.0
06065044503,1154.0,0.0
06065044504,1064.0,0.0
06065044505,1660.0,14.0
06065044506,1602.0,25.0
06065044507,1434.0,45.0
06065044508,1818.0,28.0
06065044509,888.0,46.0
06065044510,1799.0,65.0
06065044601,2345.0,81.0
06065044602,1277.0,12.0
06065044604,1990.0,50.0
06065044701,1451.0,52.0
06065044702,888.0,58.0
06065044804,1204.0,58.0
06065044805,822.0,8.0
06065044806,1051.0,35.0
06065044807,704.0,0.0
06065044808,526.0,0.0
06065044904,996.0,12.0
06065044905,3103.0,18.0
06065044906,2539.0,62.0
06065044907,1472.0,73.0
06065044909,1612.0,0.0
06065044910,1626.0,0.0
06065044911,2083.0,40.0
06065044912,2204.0,17.0
06065044913,1880.0,0.0
06065044914,2285.0,9.0
06065044915,1858.0,122.0
06065044916,1285.0,8.0
06065045000,1928.0,115.0
06065045103,1460.0,32.0
06065045105,1512.0,0.0
06065045106,2400.0,40.0
06065045107,2363.0,13.0
06065045108,2443.0,106.0
06065045109,1762.0,15.0
06065045110,2143.0,29.0
06065045111,2500.0,35.0
06065045112,1433.0,0.0
06065045113,1341.0,0.0
06065045203,2283.0,5.0
06065045204,2372.0,43.0
06065045205,4104.0,0.0
06065045206,3024.0,20.0
06065045207,1605.0,6.0
06065045208,1794.0,30.0
06065045209,1987.0,39.0
06065045301,1384.0,43.0
06065045302,1639.0,24.0
06065045400,1939.0,9.0
06065045501,2023.0,95.0
06065045502,1228.0,44.0
06065045603,3343.0,22.0
06065045604,3289.0,0.0
06065045605,2578.0,5.0
06065045702,2761.0,21.0
06065045703,1106.0,0.0
06065045704,1101.0,24.0
06065045705,646.0,28.0
06065045706,1429.0,20.0
06065045800,886.0,4.0
06065045900,629.0,5.0
06065046000,624.0,0.0
06065046101,1234.0,0.0
06065046102,731.0,0.0
06065046103,1084.0,10.0
06065046200,1094.0,0.0
06065046401,1184.0,23.0
06065046402,1346.0,0.0
06065046403,1970.0,0.0
06065046404,847.0,15.0
06065046405,1508.0,0.0
06065940100,32.0,0.0
06065940300,0.0,0.0
06067000100,1926.0,64.0
06067000200,1878.0,69.0
06067000300,1813.0,51.0
06067000400,2573.0,100.0
06067000500,1733.0,172.0
06067000600,425.0,12.0
06067000700,74.0,0.0
06067000800,647.0,27.0
06067000900,172.0,26.0
06067001000,217.0,74.0
06067001100,521.0,58.0
06067001200,1657.0,270.0
06067001300,2358.0,133.0
06067001400,1489.0,136.0
06067001500,2695.0,173.0
06067001600,2947.0,84.0
06067001700,2399.0,122.0
06067001800,1867.0,210.0
06067001900,1590.0,214.0
06067002000,1260.0,138.0
06067002100,1028.0,73.0
06067002200,1329.0,131.0
06067002300,1896.0,38.0
06067002400,2419.0,90.0
06067002500,950.0,26.0
06067002600,1413.0,128.0
06067002700,1090.0,143.0
06067002800,951.0,28.0
06067002900,2176.0,109.0
06067003000,2767.0,154.0
06067003101,1522.0,94.0
06067003102,1142.0,46.0
06067003201,2299.0,137.0
06067003202,1550.0,65.0
06067003300,1903.0,72.0
06067003400,1585.0,16.0
06067003501,1130.0,51.0
06067003502,1406.0,55.0
06067003600,1052.0,37.0
06067003700,1077.0,70.0
06067003800,1879.0,89.0
06067003900,1542.0,72.0
06067004001,2792.0,115.0
06067004004,3795.0,156.0
06067004005,2148.0,37.0
06067004006,2507.0,117.0
06067004008,2164.0,52.0
06067004009,3068.0,48.0
06067004010,2388.0,94.0
06067004011,1470.0,0.0
06067004012,1756.0,23.0
06067004100,1599.0,46.0
06067004201,1886.0,128.0
06067004202,1480.0,88.0
06067004203,1463.0,55.0
06067004300,1953.0,102.0
06067004401,1275.0,74.0
06067004402,1023.0,19.0
06067004500,2112.0,161.0
06067004601,2625.0,73.0
06067004602,1389.0,28.0
06067004700,2630.0,60.0
06067004801,1564.0,58.0
06067004802,1626.0,85.0
06067004903,1949.0,86.0
06067004904,2197.0,72.0
06067004905,2172.0,74.0
06067004906,795.0,27.0
06067005001,2590.0,87.0
06067005002,1695.0,41.0
06067005101,1707.0,53.0
06067005102,1627.0,13.0
06067005103,238.0,0.0
06067005201,1301.0,61.0
06067005202,1568.0,30.0
06067005203,3470.0,198.0
06067005300,255.0,46.0
06067005402,1450.0,8.0
06067005403,1172.0,29.0
06067005404,2899.0,71.0
06067005502,2300.0,108.0
06067005505,1931.0,67.0
06067005506,1473.0,59.0
06067005507,3587.0,186.0
06067005508,1783.0,57.0
06067005601,2265.0,88.0
06067005605,1649.0,51.0
06067005606,2015.0,35.0
06067005701,1439.0,22.0
06067005702,2132.0,12.0
06067005801,2500.0,38.0
06067005803,1511.0,24.0
06067005804,1261.0,15.0
06067005901,2289.0,112.0
06067005902,3694.0,79.0
06067006002,2147.0,104.0
06067006003,1776.0,132.0
06067006004,1219.0,80.0
06067006101,1950.0,75.0
06067006102,1512.0,94.0
06067006201,2636.0,84.0
06067006202,1409.0,64.0
06067006300,1651.0,171.0
06067006400,1733.0,71.0
06067006500,1761.0,143.0
06067006600,1931.0,86.0
06067006701,3025.0,33.0
06067006702,1746.0,55.0
06067006800,2207.0,199.0
06067006900,1820.0,195.0
06067007001,927.0,14.0
06067007004,3287.0,115.0
06067007007,1912.0,96.0
06067007008,538.0,7.0
06067007009,802.0,0.0
06067007010,1857.0,50.0
06067007011,3130.0,103.0
06067007012,1914.0,74.0
06067007013,1396.0,82.0
06067007014,3366.0,164.0
06067007100,501.0,7.0
06067007202,1502.0,0.0
06067007204,1860.0,12.0
06067007206,1922.0,31.0
06067007207,1497.0,7.0
06067007208,1725.0,27.0
06067007209,1405.0,39.0
06067007300,436.0,10.0
06067007402,2150.0,100.0
06067007403,1515.0,33.0
06067007404,1462.0,56.0
06067007406,2476.0,59.0
06067007413,2076.0,101.0
06067007414,1865.0,31.0
06067007415,1277.0,58.0
06067007416,1513.0,27.0
06067007417,1517.0,31.0
06067007418,5149.0,47.0
06067007419,5046.0,63.0
06067007420,3943.0,31.0
06067007421,2262.0,41.0
06067007422,1043.0,46.0
06067007423,2151.0,102.0
06067007424,1640.0,58.0
06067007425,4156.0,86.0
06067007501,2994.0,124.0
06067007503,1990.0,79.0
06067007504,1004.0,7.0
06067007601,3137.0,11.0
06067007602,1994.0,42.0
06067007701,2973.0,102.0
06067007702,1971.0,44.0
06067007801,2800.0,52.0
06067007802,2174.0,85.0
06067007903,2256.0,90.0
06067007904,2419.0,62.0
06067007905,1909.0,51.0
06067007906,1953.0,48.0
06067008005,2750.0,36.0
06067008006,2911.0,42.0
06067008007,1596.0,28.0
06067008008,2425.0,35.0
06067008009,2167.0,77.0
06067008010,2420.0,28.0
06067008111,3040.0,38.0
06067008113,1941.0,46.0
06067008117,960.0,30.0
06067008119,2761.0,22.0
06067008120,2411.0,31.0
06067008122,1732.0,48.0
06067008124,2371.0,33.0
06067008125,2620.0,30.0
06067008127,2651.0,54.0
06067008128,1126.0,0.0
06067008129,1706.0,17.0
06067008130,1809.0,22.0
06067008131,2520.0,61.0
06067008132,1329.0,29.0
06067008133,1209.0,20.0
06067008134,2549.0,96.0
06067008135,1811.0,40.0
06067008136,931.0,0.0
06067008137,1034.0,0.0
06067008138,1702.0,64.0
06067008139,1720.0,55.0
06067008140,1419.0,52.0
06067008141,3038.0,88.0
06067008142,1874.0,0.0
06067008143,2055.0,44.0
06067008144,1287.0,9.0
06067008145,4030.0,16.0
06067008203,2454.0,35.0
06067008204,2252.0,61.0
06067008206,2733.0,44.0
06067008207,2263.0,26.0
06067008208,2117.0,17.0
06067008209,2193.0,0.0
06067008210,2054.0,39.0
06067008211,1184.0,46.0
06067008300,401.0,28.0
06067008402,2807.0,26.0
06067008403,1955.0,17.0
06067008404,1829.0,9.0
06067008501,2442.0,11.0
06067008502,3022.0,37.0
06067008503,4165.0,124.0
06067008504,2185.0,34.0
06067008600,2394.0,0.0
06067008701,2620.0,40.0
06067008702,1647.0,23.0
06067008800,113.0,11.0
06067008905,1925.0,82.0
06067008907,2167.0,77.0
06067008908,2095.0,62.0
06067008909,1066.0,12.0
06067008910,1642.0,67.0
06067008911,911.0,36.0
06067008912,1998.0,42.0
06067008913,1764.0,42.0
06067009004,1991.0,96.0
06067009005,1455.0,45.0
06067009006,2100.0,109.0
06067009007,947.0,31.0
06067009008,1898.0,118.0
06067009009,2396.0,54.0
06067009103,1229.0,46.0
06067009105,1491.0,105.0
06067009106,2449.0,157.0
06067009107,1819.0,159.0
06067009108,1797.0,47.0
06067009109,2733.0,181.0
06067009110,724.0,112.0
06067009111,2846.0,84.0
06067009112,1919.0,76.0
06067009200,718.0,31.0
06067009307,2335.0,16.0
06067009308,2857.0,88.0
06067009309,1235.0,20.0
06067009310,3707.0,54.0
06067009311,1754.0,11.0
06067009312,1976.0,40.0
06067009313,440.0,0.0
06067009314,1528.0,43.0
06067009315,2701.0,42.0
06067009316,1364.0,7.0
06067009317,2648.0,11.0
06067009318,1023.0,12.0
06067009319,1782.0,34.0
06067009320,1773.0,37.0
06067009321,2542.0,24.0
06067009322,3470.0,19.0
06067009323,2001.0,56.0
06067009403,854.0,0.0
06067009404,2301.0,25.0
06067009405,3189.0,22.0
06067009406,1025.0,0.0
06067009501,910.0,0.0
06067009502,2870.0,0.0
06067009503,1168.0,15.0
06067009504,759.0,0.0
06067009601,2277.0,35.0
06067009604,2840.0,30.0
06067009605,210.0,0.0
06067009606,2617.0,114.0
06067009607,2901.0,92.0
06067009608,1315.0,40.0
06067009609,1939.0,32.0
06067009610,2382.0,15.0
06067009611,1385.0,33.0
06067009612,2254.0,9.0
06067009613,496.0,0.0
06067009614,2681.0,48.0
06067009615,3748.0,71.0
06067009616,2708.0,64.0
06067009617,1812.0,27.0
06067009618,2024.0,51.0
06067009619,2305.0,59.0
06067009700,1306.0,0.0
06067009800,794.0,0.0
06069000100,2184.0,32.0
06069000200,2560.0,17.0
06069000300,1620.0,19.0
06069000400,2675.0,50.0
06069000500,4675.0,46.0
06069000600,3718.0,65.0
06069000700,3156.0,50.0
06069000800,2517.0,23.0
06071000103,2434.0,46.0
06071000104,3146.0,79.0
06071000105,2637.0,65.0
06071000106,5666.0,119.0
06071000107,1622.0,0.0
06071000108,2486.0,26.0
06071000109,3662.0,24.0
06071000110,4101.0,102.0
06071000111,1076.0,8.0
06071000112,5504.0,173.0
06071000201,1839.0,56.0
06071000202,6790.0,183.0
06071000301,2347.0,100.0
06071000303,2146.0,43.0
06071000304,1673.0,37.0
06071000401,2676.0,54.0
06071000402,3661.0,37.0
06071000500,7854.0,116.0
06071000601,4494.0,85.0
06071000602,3233.0,69.0
06071000700,12.0,0.0
06071000804,1553.0,29.0
06071000805,3903.0,89.0
06071000806,3564.0,37.0
06071000807,3131.0,47.0
06071000808,2639.0,34.0
06071000809,4185.0,46.0
06071000810,5649.0,186.0
06071000811,3751.0,115.0
06071000812,1728.0,39.0
06071000900,4757.0,226.0
06071001000,3964.0,111.0
06071001100,4632.0,134.0
06071001200,1858.0,33.0
06071001301,3722.0,104.0
06071001303,5371.0,115.0
06071001304,2704.0,129.0
06071001400,769.0,53.0
06071001500,4080.0,179.0
06071001600,2306.0,110.0
06071001701,6832.0,136.0
06071001702,2012.0,53.0
06071001703,2422.0,8.0
06071001801,4615.0,229.0
06071001802,7507.0,70.0
06071001803,962.0,15.0
06071001900,7774.0,89.0
06071002002,5042.0,119.0
06071002003,6612.0,46.0
06071002004,4198.0,63.0
06071002005,9407.0,122.0
06071002006,5643.0,140.0
06071002007,9784.0,207.0
06071002008,4705.0,152.0
06071002009,6769.0,126.0
06071002010,2078.0,52.0
06071002100,11024.0,243.0
06071002201,4996.0,111.0
06071002203,821.0,73.0
06071002204,1729.0,57.0
06071002301,2244.0,12.0
06071002302,2953.0,25.0
06071002303,5050.0,95.0
06071002401,2279.0,25.0
06071002402,2568.0,49.0
06071002501,2104.0,70.0
06071002502,1981.0,34.0
06071002601,1816.0,36.0
06071002602,2705.0,61.0
06071002603,7323.0,160.0
06071002701,3731.0,68.0
06071002702,4062.0,101.0
06071002800,4011.0,198.0
06071002901,1365.0,13.0
06071002902,1829.0,51.0
06071003000,717.0,9.0
06071003100,2630.0,80.0
06071003200,2607.0,63.0
06071003300,3318.0,89.0
06071003401,2296.0,73.0
06071003402,2847.0,35.0
06071003403,1410.0,4.0
06071003501,4352.0,129.0
06071003502,5326.0,173.0
06071003601,5918.0,141.0
06071003602,4580.0,88.0
06071003700,885.0,57.0
06071003800,4454.0,89.0
06071003900,1473.0,19.0
06071004000,3942.0,10.0
06071004100,3569.0,159.0
06071004201,1514.0,94.0
06071004202,1118.0,81.0
06071004300,2357.0,81.0
06071004401,1117.0,0.0
06071004402,3265.0,40.0
06071004502,7363.0,205.0
06071004503,1112.0,7.0
06071004504,2703.0,48.0
06071004601,3126.0,45.0
06071004602,4026.0,82.0
06071004700,1466.0,18.0
06071004800,667.0,59.0
06071004900,1921.0,87.0
06071005000,570.0,0.0
06071005100,2893.0,74.0
06071005200,1586.0,35.0
06071005300,1479.0,48.0
06071005400,1461.0,69.0
06071005500,1759.0,75.0
06071005600,1342.0,61.0
06071005700,254.0,31.0
06071005800,885.0,61.0
06071005900,318.0,6.0
06071006000,470.0,33.0
06071006100,3148.0,55.0
06071006201,1294.0,9.0
06071006202,2355.0,201.0
06071006301,1111.0,56.0
06071006302,2135.0,81.0
06071006401,686.0,16.0
06071006402,1189.0,17.0
06071006500,1435.0,64.0
06071006600,4391.0,102.0
06071006700,1463.0,27.0
06071006800,268.0,0.0
06071006900,839.0,29.0
06071007000,2218.0,63.0
06071007102,4865.0,46.0
06071007104,2074.0,27.0
06071007105,1450.0,0.0
06071007106,1965.0,20.0
06071007107,948.0,18.0
06071007108,1184.0,0.0
06071007200,1991.0,124.0
06071007301,4971.0,109.0
06071007302,3581.0,35.0
06071007403,2586.0,27.0
06071007404,2057.0,25.0
06071007406,3944.0,114.0
06071007407,802.0,76.0
06071007408,1240.0,88.0
06071007500,38.0,0.0
06071007601,1805.0,77.0
06071007602,3060.0,60.0
06071007700,0.0,0.0
06071007800,2203.0,5.0
06071007901,2620.0,37.0
06071007902,4151.0,8.0
06071008001,2356.0,27.0
06071008002,2347.0,88.0
06071008100,1651.0,77.0
06071008200,2287.0,24.0
06071008301,3173.0,58.0
06071008302,1514.0,6.0
06071008401,2985.0,15.0
06071008402,3049.0,21.0
06071008403,2898.0,16.0
06071008404,1903.0,78.0
06071008500,3496.0,0.0
06071008600,3475.0,43.0
06071008703,2871.0,0.0
06071008704,2817.0,0.0
06071008705,1772.0,14.0
06071008706,2460.0,47.0
06071008707,2860.0,39.0
06071008708,1907.0,0.0
06071008800,2619.0,17.0
06071008901,859.0,0.0
06071009102,0.0,0.0
06071009104,6764.0,39.0
06071009105,3683.0,45.0
06071009106,3460.0,10.0
06071009107,2095.0,0.0
06071009200,2783.0,3.0
06071009300,441.0,48.0
06071009400,851.0,34.0
06071009500,2713.0,25.0
06071009707,744.0,9.0
06071009708,1324.0,14.0
06071009709,1861.0,60.0
06071009710,1811.0,13.0
06071009711,2887.0,0.0
06071009712,1594.0,10.0
06071009713,2071.0,0.0
06071009714,1071.0,0.0
06071009715,2977.0,30.0
06071009716,1748.0,26.0
06071009717,1331.0,15.0
06071009800,1247.0,28.0
06071009901,3656.0,87.0
06071009902,6858.0,38.0
06071009903,2812.0,25.0
06071010003,3687.0,22.0
06071010004,2570.0,2.0
06071010009,1113.0,0.0
06071010010,1818.0,28.0
06071010011,1298.0,4.0
06071010012,1490.0,21.0
06071010013,2287.0,5.0
06071010014,1121.0,7.0
06071010015,1556.0,0.0
06071010016,1404.0,19.0
06071010017,1945.0,15.0
06071010018,1228.0,0.0
06071010019,1380.0,17.0
06071010020,1594.0,42.0
06071010021,1850.0,0.0
06071010022,989.0,8.0
06071010023,2138.0,8.0
06071010024,1495.0,0.0
06071010300,6429.0,45.0
06071010402,7110.0,40.0
06071010403,2504.0,36.0
06071010405,2706.0,0.0
06071010409,1044.0,0.0
06071010410,761.0,0.0
06071010411,1797.0,10.0
06071010412,2123.0,17.0
06071010413,1809.0,22.0
06071010414,2971.0,42.0
06071010415,2026.0,14.0
06071010416,1095.0,0.0
06071010500,261.0,6.0
06071010600,421.0,5.0
06071010700,1260.0,8.0
06071010801,2863.0,40.0
06071010802,2436.0,54.0
06071010900,3995.0,51.0
06071011000,1854.0,5.0
06071011100,2861.0,17.0
06071011201,1133.0,4.0
06071011202,1216.0,6.0
06071011300,668.0,19.0
06071011400,4587.0,119.0
06071011500,859.0,0.0
06071011600,2223.0,6.0
06071011700,356.0,11.0
06071011800,2623.0,51.0
06071011900,1166.0,28.0
06071012000,4673.0,104.0
06071012100,3945.0,15.0
06071940100,436.0,4.0
06071940500,12.0,0.0
06073000100,1408.0,31.0
06073000200,3690.0,118.0
06073000300,2684.0,145.0
06073000400,2479.0,167.0
06073000500,1914.0,56.0
06073000600,1923.0,62.0
06073000700,2031.0,127.0
06073000800,2617.0,152.0
06073000900,3042.0,335.0
06073001000,3042.0,154.0
06073001100,1832.0,102.0
06073001200,2999.0,274.0
06073001300,3319.0,388.0
06073001400,1875.0,106.0
06073001500,2133.0,134.0
06073001600,2471.0,311.0
06073001700,2468.0,294.0
06073001800,3102.0,282.0
06073001900,1803.0,26.0
06073002001,1871.0,6.0
06073002002,1493.0,0.0
06073002100,2780.0,236.0
06073002201,1186.0,204.0
06073002202,1454.0,233.0
06073002301,1241.0,146.0
06073002302,2150.0,287.0
06073002401,1989.0,253.0
06073002402,1199.0,143.0
06073002501,1936.0,138.0
06073002502,2395.0,119.0
06073002601,1966.0,219.0
06073002602,1491.0,125.0
06073002702,2440.0,49.0
06073002703,2934.0,156.0
06073002705,1669.0,51.0
06073002706,3027.0,119.0
06073002707,1892.0,392.0
06073002708,2049.0,233.0
06073002709,1166.0,53.0
06073002710,1050.0,92.0
06073002801,1533.0,12.0
06073002803,2633.0,155.0
06073002804,2143.0,19.0
06073002902,2743.0,85.0
06073002903,1711.0,32.0
06073002904,2920.0,108.0
06073002905,2104.0,56.0
06073003001,1347.0,96.0
06073003003,2238.0,82.0
06073003004,1690.0,129.0
06073003101,1278.0,83.0
06073003103,2228.0,144.0
06073003105,1373.0,76.0
06073003107,2557.0,104.0
06073003108,1486.0,30.0
06073003109,1772.0,29.0
06073003111,1859.0,131.0
06073003112,1742.0,100.0
06073003113,2230.0,67.0
06073003114,1603.0,15.0
06073003115,2609.0,147.0
06073003201,2089.0,36.0
06073003202,1595.0,27.0
06073003204,1371.0,22.0
06073003207,2621.0,18.0
06073003208,3306.0,42.0
06073003209,2603.0,49.0
06073003211,1171.0,25.0
06073003212,1672.0,14.0
06073003213,2002.0,36.0
06073003214,2230.0,11.0
06073003301,1011.0,220.0
06073003302,2620.0,262.0
06073003303,1006.0,109.0
06073003401,2465.0,132.0
06073003403,1331.0,81.0
06073003404,1293.0,66.0
06073003501,958.0,127.0
06073003502,1238.0,109.0
06073003601,724.0,74.0
06073003602,863.0,103.0
06073003603,1086.0,81.0
06073003800,6603.0,320.0
06073003901,936.0,199.0
06073003902,1164.0,234.0
06073004000,1385.0,191.0
06073004100,2083.0,377.0
06073004200,3101.0,67.0
06073004300,2229.0,159.0
06073004400,2140.0,176.0
06073004501,1684.0,289.0
06073004502,1094.0,202.0
06073004600,1229.0,146.0
06073004700,954.0,271.0
06073004800,1497.0,323.0
06073004900,1481.0,213.0
06073005000,759.0,152.0
06073005100,763.0,362.0
06073005200,1149.0,301.0
06073005300,1543.0,357.0
06073005400,2404.0,211.0
06073005500,1146.0,32.0
06073005600,705.0,75.0
06073005700,831.0,135.0
06073005800,369.0,33.0
06073005900,1535.0,71.0
06073006000,1875.0,67.0
06073006100,1553.0,97.0
06073006200,146.0,0.0
06073006300,3852.0,20.0
06073006400,625.0,0.0
06073006500,1084.0,126.0
06073006600,873.0,21.0
06073006801,1477.0,72.0
06073006802,2655.0,134.0
06073006900,2744.0,89.0
06073007001,2307.0,44.0
06073007002,1335.0,12.0
06073007100,2157.0,9.0
06073007200,2605.0,28.0
06073007301,3483.0,65.0
06073007302,1114.0,9.0
06073007400,4286.0,118.0
06073007501,2564.0,68.0
06073007502,2122.0,67.0
06073007600,4073.0,107.0
06073007700,5400.0,85.0
06073007800,3043.0,112.0
06073007901,3755.0,132.0
06073007903,2956.0,65.0
06073007904,4199.0,136.0
06073008001,4602.0,121.0
06073008002,1314.0,16.0
06073008101,2251.0,46.0
06073008102,1655.0,6.0
06073008200,1311.0,41.0
06073008301,1351.0,10.0
06073008303,1528.0,43.0
06073008305,2933.0,186.0
06073008306,1478.0,8.0
06073008307,1761.0,42.0
06073008310,2104.0,0.0
06073008311,1074.0,25.0
06073008312,1677.0,10.0
06073008313,1084.0,6.0
06073008315,3174.0,26.0
06073008324,3776.0,14.0
06073008327,2549.0,0.0
06073008328,1028.0,8.0
06073008329,2756.0,0.0
06073008330,2676.0,16.0
06073008331,1179.0,14.0
06073008332,1438.0,15.0
06073008333,1837.0,2.0
06073008334,688.0,0.0
06073008335,2598.0,0.0
06073008336,1322.0,28.0
06073008337,2443.0,36.0
06073008338,4502.0,13.0
06073008339,1334.0,38.0
06073008340,3125.0,102.0
06073008341,1829.0,14.0
06073008342,5795.0,239.0
06073008343,2250.0,150.0
06073008344,1770.0,6.0
06073008345,1560.0,7.0
06073008346,2571.0,26.0
06073008347,3647.0,97.0
06073008348,2778.0,24.0
06073008349,1679.0,18.0
06073008350,3478.0,49.0
06073008351,2405.0,42.0
