,Total:,No bedroom,1 bedroom,2 bedrooms,3 bedrooms,4 bedrooms,5 or more bedrooms,state,county,tract
06085506401,2122.0,324.0,615.0,533.0,466.0,150.0,34.0,06,085,506401
06085506402,2344.0,80.0,817.0,676.0,403.0,319.0,49.0,06,085,506402
06085506501,2608.0,103.0,600.0,1323.0,491.0,91.0,0.0,06,085,506501
06085506502,1980.0,6.0,289.0,1126.0,431.0,106.0,22.0,06,085,506502
06085506503,2719.0,103.0,729.0,926.0,655.0,278.0,28.0,06,085,506503
06085506601,1754.0,144.0,363.0,329.0,524.0,343.0,51.0,06,085,506601
06085506603,1431.0,0.0,0.0,112.0,777.0,475.0,67.0,06,085,506603
06085506604,2672.0,0.0,82.0,250.0,1539.0,743.0,58.0,06,085,506604
06085506605,1587.0,97.0,297.0,396.0,560.0,208.0,29.0,06,085,506605
06085506606,1671.0,0.0,256.0,400.0,744.0,262.0,9.0,06,085,506606
06085506701,1341.0,0.0,63.0,193.0,604.0,354.0,127.0,06,085,506701
06085506702,2119.0,0.0,262.0,741.0,603.0,429.0,84.0,06,085,506702
06085506703,1458.0,58.0,156.0,271.0,865.0,97.0,11.0,06,085,506703
06085506801,2225.0,0.0,223.0,378.0,789.0,701.0,134.0,06,085,506801
06085506802,1899.0,48.0,102.0,284.0,1034.0,386.0,45.0,06,085,506802
06085506803,2403.0,125.0,152.0,166.0,867.0,984.0,109.0,06,085,506803
06085506804,1360.0,0.0,0.0,138.0,758.0,394.0,70.0,06,085,506804
06085506900,2763.0,0.0,206.0,326.0,745.0,1001.0,485.0,06,085,506900
06085507001,3256.0,39.0,473.0,875.0,1059.0,632.0,178.0,06,085,507001
06085507002,1097.0,0.0,30.0,129.0,483.0,289.0,166.0,06,085,507002
06085507100,1337.0,10.0,395.0,434.0,281.0,207.0,10.0,06,085,507100
06085507203,1077.0,78.0,148.0,200.0,393.0,189.0,69.0,06,085,507203
06085507205,1966.0,64.0,102.0,263.0,818.0,541.0,178.0,06,085,507205
06085507206,955.0,0.0,23.0,74.0,188.0,361.0,309.0,06,085,507206
06085507301,2540.0,58.0,271.0,154.0,716.0,970.0,371.0,06,085,507301
06085507302,1115.0,49.0,37.0,164.0,317.0,384.0,164.0,06,085,507302
06085507401,1947.0,0.0,6.0,62.0,455.0,929.0,495.0,06,085,507401
06085507402,1538.0,26.0,120.0,161.0,554.0,476.0,201.0,06,085,507402
06085507500,2047.0,0.0,43.0,93.0,438.0,947.0,526.0,06,085,507500
06085507600,2095.0,0.0,0.0,173.0,554.0,910.0,458.0,06,085,507600
06085507701,1445.0,0.0,25.0,135.0,447.0,623.0,215.0,06,085,507701
06085507702,2156.0,0.0,12.0,170.0,676.0,1013.0,285.0,06,085,507702
06085507703,2819.0,66.0,156.0,577.0,1117.0,630.0,273.0,06,085,507703
06085507805,2051.0,17.0,513.0,831.0,333.0,245.0,112.0,06,085,507805
06085507806,2092.0,149.0,422.0,759.0,354.0,251.0,157.0,06,085,507806
06085507807,1086.0,0.0,53.0,294.0,362.0,338.0,39.0,06,085,507807
06085507808,1862.0,0.0,44.0,156.0,1025.0,521.0,116.0,06,085,507808
06085507903,1656.0,0.0,0.0,150.0,684.0,579.0,243.0,06,085,507903
06085507904,1120.0,0.0,6.0,10.0,479.0,441.0,184.0,06,085,507904
06085507905,2216.0,127.0,214.0,769.0,695.0,287.0,124.0,06,085,507905
06085507906,1461.0,16.0,0.0,79.0,671.0,467.0,228.0,06,085,507906
06085508001,2997.0,28.0,539.0,795.0,1064.0,533.0,38.0,06,085,508001
06085508003,780.0,19.0,39.0,348.0,166.0,192.0,16.0,06,085,508003
06085508004,2279.0,109.0,354.0,553.0,583.0,447.0,233.0,06,085,508004
06085508101,2451.0,0.0,260.0,830.0,806.0,498.0,57.0,06,085,508101
06085508102,1239.0,25.0,266.0,284.0,468.0,181.0,15.0,06,085,508102
06085508202,2899.0,96.0,438.0,509.0,987.0,633.0,236.0,06,085,508202
06085508203,1821.0,0.0,196.0,341.0,636.0,494.0,154.0,06,085,508203
06085508204,1525.0,0.0,103.0,315.0,650.0,338.0,119.0,06,085,508204
06085508301,1560.0,27.0,164.0,51.0,567.0,579.0,172.0,06,085,508301
06085508303,929.0,5.0,33.0,25.0,385.0,434.0,47.0,06,085,508303
06085508304,3122.0,112.0,474.0,1361.0,730.0,373.0,72.0,06,085,508304
06085508401,2562.0,124.0,332.0,377.0,1278.0,368.0,83.0,06,085,508401
06085508403,1024.0,7.0,10.0,103.0,340.0,450.0,114.0,06,085,508403
06085508404,2403.0,140.0,183.0,624.0,769.0,463.0,224.0,06,085,508404
06085508503,2932.0,340.0,983.0,887.0,495.0,187.0,40.0,06,085,508503
06085508504,3299.0,261.0,1199.0,1295.0,439.0,57.0,48.0,06,085,508504
06085508505,1984.0,117.0,329.0,685.0,548.0,255.0,50.0,06,085,508505
06085508507,1416.0,83.0,457.0,759.0,108.0,9.0,0.0,06,085,508507
06085508508,2020.0,16.0,480.0,684.0,467.0,291.0,82.0,06,085,508508
06085508601,1421.0,0.0,124.0,431.0,783.0,83.0,0.0,06,085,508601
06085508602,1925.0,167.0,596.0,641.0,470.0,43.0,8.0,06,085,508602
06085508703,3243.0,49.0,839.0,1081.0,795.0,466.0,13.0,06,085,508703
06085508704,2420.0,188.0,892.0,708.0,596.0,24.0,12.0,06,085,508704
06085508800,1506.0,51.0,428.0,607.0,364.0,18.0,38.0,06,085,508800
06085508900,1831.0,182.0,328.0,480.0,667.0,127.0,47.0,06,085,508900
06085509000,2552.0,124.0,436.0,793.0,1041.0,150.0,8.0,06,085,509000
06085509102,2391.0,0.0,494.0,1413.0,404.0,80.0,0.0,06,085,509102
06085509105,3103.0,62.0,945.0,1292.0,670.0,134.0,0.0,06,085,509105
06085509106,1803.0,40.0,607.0,519.0,385.0,234.0,18.0,06,085,509106
06085509107,2039.0,20.0,1034.0,909.0,76.0,0.0,0.0,06,085,509107
06085509108,1894.0,175.0,452.0,749.0,457.0,51.0,10.0,06,085,509108
06085509109,1894.0,131.0,162.0,613.0,855.0,133.0,0.0,06,085,509109
06085509201,2513.0,200.0,678.0,983.0,477.0,158.0,17.0,06,085,509201
06085509202,1848.0,17.0,380.0,515.0,662.0,232.0,42.0,06,085,509202
06085509302,1212.0,8.0,245.0,88.0,773.0,85.0,13.0,06,085,509302
06085509303,1860.0,69.0,853.0,690.0,203.0,37.0,8.0,06,085,509303
06085509304,1289.0,80.0,194.0,606.0,317.0,92.0,0.0,06,085,509304
06085509401,1658.0,302.0,749.0,415.0,149.0,37.0,6.0,06,085,509401
06085509403,2111.0,39.0,1185.0,786.0,101.0,0.0,0.0,06,085,509403
06085509404,2688.0,86.0,767.0,1146.0,626.0,51.0,12.0,06,085,509404
06085509500,2325.0,45.0,721.0,899.0,559.0,58.0,43.0,06,085,509500
06085509600,1324.0,12.0,393.0,594.0,183.0,94.0,48.0,06,085,509600
06085509700,1419.0,15.0,316.0,637.0,352.0,68.0,31.0,06,085,509700
06085509801,2128.0,104.0,459.0,264.0,815.0,292.0,194.0,06,085,509801
06085509802,1133.0,46.0,226.0,190.0,465.0,165.0,41.0,06,085,509802
06085509901,708.0,0.0,16.0,53.0,405.0,193.0,41.0,06,085,509901
06085509902,1808.0,20.0,213.0,200.0,487.0,660.0,228.0,06,085,509902
06085510001,2199.0,0.0,11.0,135.0,818.0,1007.0,228.0,06,085,510001
06085510002,1368.0,11.0,0.0,172.0,435.0,588.0,162.0,06,085,510002
06085510100,1165.0,0.0,0.0,44.0,355.0,556.0,210.0,06,085,510100
06085510200,1563.0,0.0,9.0,57.0,606.0,749.0,142.0,06,085,510200
06085510300,1842.0,45.0,95.0,574.0,637.0,369.0,122.0,06,085,510300
