,Total:,No bedroom,1 bedroom,2 bedrooms,3 bedrooms,4 bedrooms,5 or more bedrooms,state,county,tract
06001451101,2433.0,20.0,145.0,225.0,979.0,744.0,320.0,06,001,451101
06001451102,1377.0,0.0,0.0,63.0,264.0,626.0,424.0,06,001,451102
06001451201,2593.0,0.0,204.0,689.0,941.0,732.0,27.0,06,001,451201
06001451202,1346.0,0.0,9.0,41.0,773.0,500.0,23.0,06,001,451202
06001451300,2386.0,0.0,59.0,350.0,1045.0,789.0,143.0,06,001,451300
06001451401,2324.0,0.0,301.0,479.0,800.0,707.0,37.0,06,001,451401
06001451403,790.0,0.0,28.0,56.0,540.0,159.0,7.0,06,001,451403
06001451404,2210.0,96.0,180.0,752.0,868.0,277.0,37.0,06,001,451404
06001451501,1762.0,8.0,279.0,221.0,549.0,439.0,266.0,06,001,451501
06001451503,2182.0,13.0,246.0,191.0,1238.0,455.0,39.0,06,001,451503
06001451504,594.0,0.0,70.0,78.0,155.0,283.0,8.0,06,001,451504
06001451505,1159.0,0.0,0.0,18.0,505.0,595.0,41.0,06,001,451505
06001451506,1126.0,0.0,100.0,385.0,367.0,245.0,29.0,06,001,451506
06001451601,1850.0,21.0,115.0,495.0,539.0,573.0,107.0,06,001,451601
06001451602,2905.0,87.0,651.0,763.0,882.0,326.0,196.0,06,001,451602
06001451701,1080.0,0.0,9.0,42.0,804.0,175.0,50.0,06,001,451701
06001451703,1332.0,0.0,0.0,94.0,544.0,580.0,114.0,06,001,451703
06001451704,1670.0,0.0,170.0,108.0,778.0,467.0,147.0,06,001,451704
06001981900,46.0,27.0,9.0,0.0,10.0,0.0,0.0,06,001,981900
06001982000,33.0,0.0,4.0,3.0,26.0,0.0,0.0,06,001,982000
06001983200,348.0,9.0,140.0,157.0,42.0,0.0,0.0,06,001,983200
06001990000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06,001,990000
06003010000,1815.0,181.0,347.0,499.0,535.0,205.0,48.0,06,003,010000
06005000101,2751.0,15.0,190.0,1084.0,1217.0,192.0,53.0,06,005,000101
06005000102,1548.0,0.0,87.0,680.0,656.0,96.0,29.0,06,005,000102
06005000200,2534.0,42.0,197.0,992.0,1153.0,114.0,36.0,06,005,000200
06005000301,828.0,6.0,49.0,264.0,449.0,46.0,14.0,06,005,000301
06005000303,2130.0,17.0,143.0,725.0,905.0,262.0,78.0,06,005,000303
06005000304,1793.0,46.0,48.0,403.0,1032.0,230.0,34.0,06,005,000304
06005000401,2551.0,83.0,306.0,819.0,888.0,316.0,139.0,06,005,000401
06005000402,2414.0,0.0,62.0,753.0,1273.0,309.0,17.0,06,005,000402
06005000500,1468.0,29.0,175.0,395.0,669.0,157.0,43.0,06,005,000500
06007000102,1654.0,39.0,57.0,369.0,1077.0,96.0,16.0,06,007,000102
06007000103,1377.0,0.0,18.0,187.0,981.0,191.0,0.0,06,007,000103
06007000104,2479.0,54.0,366.0,576.0,1232.0,236.0,15.0,06,007,000104
06007000201,1842.0,43.0,410.0,643.0,572.0,174.0,0.0,06,007,000201
06007000202,1870.0,49.0,270.0,891.0,567.0,81.0,12.0,06,007,000202
06007000300,1847.0,19.0,350.0,910.0,500.0,68.0,0.0,06,007,000300
06007000401,677.0,0.0,77.0,238.0,205.0,129.0,28.0,06,007,000401
06007000402,3082.0,0.0,218.0,552.0,1845.0,467.0,0.0,06,007,000402
06007000501,1707.0,146.0,96.0,375.0,540.0,542.0,8.0,06,007,000501
06007000502,1957.0,34.0,360.0,678.0,608.0,241.0,36.0,06,007,000502
06007000601,1393.0,17.0,68.0,96.0,903.0,302.0,7.0,06,007,000601
06007000603,1118.0,34.0,285.0,364.0,292.0,133.0,10.0,06,007,000603
06007000604,1717.0,110.0,260.0,643.0,331.0,343.0,30.0,06,007,000604
06007000700,2505.0,113.0,520.0,1040.0,629.0,153.0,50.0,06,007,000700
06007000800,2325.0,13.0,202.0,437.0,1288.0,340.0,45.0,06,007,000800
06007000901,948.0,45.0,20.0,226.0,586.0,71.0,0.0,06,007,000901
06007000903,2608.0,48.0,462.0,1080.0,867.0,148.0,3.0,06,007,000903
06007000904,2802.0,49.0,259.0,753.0,1258.0,483.0,0.0,06,007,000904
06007001000,2313.0,161.0,803.0,756.0,400.0,91.0,102.0,06,007,001000
06007001100,1903.0,112.0,179.0,555.0,504.0,534.0,19.0,06,007,001100
06007001200,1633.0,42.0,294.0,663.0,475.0,159.0,0.0,06,007,001200
06007001300,1522.0,105.0,166.0,607.0,537.0,107.0,0.0,06,007,001300
06007001400,2178.0,0.0,49.0,328.0,1118.0,523.0,160.0,06,007,001400
06007001500,2205.0,41.0,81.0,660.0,938.0,418.0,67.0,06,007,001500
06007001600,2689.0,13.0,364.0,567.0,1334.0,350.0,61.0,06,007,001600
06007001702,2685.0,0.0,17.0,1398.0,1182.0,73.0,15.0,06,007,001702
06007001703,1365.0,7.0,14.0,750.0,594.0,0.0,0.0,06,007,001703
06007001704,1459.0,95.0,34.0,511.0,776.0,30.0,13.0,06,007,001704
06007001800,2742.0,75.0,220.0,1402.0,897.0,107.0,41.0,06,007,001800
06007001900,1695.0,0.0,98.0,703.0,709.0,161.0,24.0,06,007,001900
06007002000,2583.0,67.0,255.0,1148.0,932.0,170.0,11.0,06,007,002000
06007002100,2381.0,13.0,612.0,1022.0,522.0,189.0,23.0,06,007,002100
06007002200,2641.0,115.0,343.0,1041.0,985.0,131.0,26.0,06,007,002200
06007002300,2512.0,66.0,250.0,996.0,847.0,336.0,17.0,06,007,002300
06007002400,2830.0,54.0,391.0,959.0,1210.0,212.0,4.0,06,007,002400
06007002500,1680.0,0.0,150.0,828.0,589.0,83.0,30.0,06,007,002500
06007002601,1251.0,0.0,76.0,356.0,685.0,101.0,33.0,06,007,002601
06007002602,1874.0,0.0,21.0,755.0,871.0,227.0,0.0,06,007,002602
06007002700,2280.0,11.0,279.0,540.0,1188.0,200.0,62.0,06,007,002700
06007002800,2030.0,123.0,566.0,737.0,463.0,112.0,29.0,06,007,002800
06007002900,913.0,19.0,103.0,269.0,484.0,4.0,34.0,06,007,002900
06007003001,1061.0,0.0,86.0,415.0,445.0,115.0,0.0,06,007,003001
06007003002,1209.0,25.0,130.0,415.0,515.0,103.0,21.0,06,007,003002
06007003100,1782.0,12.0,192.0,345.0,1061.0,108.0,64.0,06,007,003100
06007003200,1540.0,0.0,125.0,746.0,551.0,118.0,0.0,06,007,003200
06007003300,1861.0,106.0,165.0,515.0,778.0,283.0,14.0,06,007,003300
06007003400,1098.0,10.0,114.0,425.0,388.0,136.0,25.0,06,007,003400
06007003501,1250.0,0.0,94.0,290.0,647.0,112.0,107.0,06,007,003501
06007003502,1586.0,0.0,158.0,619.0,578.0,226.0,5.0,06,007,003502
06007003600,1294.0,7.0,65.0,345.0,702.0,116.0,59.0,06,007,003600
06007003700,1877.0,31.0,145.0,485.0,1041.0,135.0,40.0,06,007,003700
06009000120,2822.0,0.0,23.0,725.0,1822.0,220.0,32.0,06,009,000120
06009000121,2317.0,33.0,281.0,731.0,1023.0,237.0,12.0,06,009,000121
06009000122,2100.0,28.0,187.0,662.0,921.0,269.0,33.0,06,009,000122
06009000210,4053.0,0.0,140.0,735.0,2656.0,509.0,13.0,06,009,000210
06009000220,2427.0,42.0,12.0,335.0,1798.0,210.0,30.0,06,009,000220
06009000300,3375.0,28.0,341.0,1257.0,1351.0,281.0,117.0,06,009,000300
06009000400,2385.0,91.0,253.0,1209.0,666.0,166.0,0.0,06,009,000400
06009000501,2623.0,12.0,56.0,624.0,1739.0,192.0,0.0,06,009,000501
06009000503,3470.0,10.0,71.0,1130.0,1922.0,319.0,18.0,06,009,000503
06009000504,2295.0,22.0,170.0,646.0,1087.0,323.0,47.0,06,009,000504
06011000100,1768.0,31.0,148.0,398.0,836.0,270.0,85.0,06,011,000100
06011000200,1994.0,47.0,228.0,593.0,868.0,225.0,33.0,06,011,000200
06011000300,1807.0,22.0,177.0,437.0,848.0,318.0,5.0,06,011,000300
06011000400,1117.0,38.0,95.0,392.0,471.0,110.0,11.0,06,011,000400
06011000500,1180.0,25.0,120.0,526.0,403.0,95.0,11.0,06,011,000500
06013301000,1910.0,84.0,247.0,901.0,449.0,188.0,41.0,06,013,301000
06013302005,2359.0,36.0,288.0,334.0,1279.0,406.0,16.0,06,013,302005
06013302006,1302.0,17.0,0.0,0.0,610.0,666.0,9.0,06,013,302006
06013302007,2139.0,87.0,65.0,439.0,652.0,801.0,95.0,06,013,302007
06013302008,2321.0,0.0,69.0,397.0,665.0,901.0,289.0,06,013,302008
06013302009,1748.0,14.0,78.0,38.0,670.0,616.0,332.0,06,013,302009
06013302010,3049.0,0.0,0.0,169.0,1542.0,957.0,381.0,06,013,302010
06013303102,2365.0,29.0,209.0,281.0,742.0,755.0,349.0,06,013,303102
06013303103,3318.0,32.0,256.0,367.0,1417.0,1018.0,228.0,06,013,303103
06013303201,3125.0,0.0,185.0,191.0,708.0,1151.0,890.0,06,013,303201
06013303202,2193.0,0.0,0.0,58.0,702.0,902.0,531.0,06,013,303202
06013303203,2745.0,0.0,38.0,443.0,756.0,830.0,678.0,06,013,303203
06013303204,1518.0,0.0,82.0,440.0,500.0,441.0,55.0,06,013,303204
06013303205,3278.0,0.0,0.0,1535.0,927.0,623.0,193.0,06,013,303205
06013304001,1253.0,0.0,50.0,129.0,252.0,527.0,295.0,06,013,304001
06013304002,530.0,0.0,0.0,168.0,290.0,72.0,0.0,06,013,304002
06013304003,1713.0,0.0,0.0,207.0,928.0,524.0,54.0,06,013,304003
06013304004,1789.0,0.0,0.0,130.0,1383.0,258.0,18.0,06,013,304004
06013304005,2075.0,5.0,14.0,123.0,708.0,1025.0,200.0,06,013,304005
06013305000,2531.0,83.0,522.0,1139.0,672.0,75.0,40.0,06,013,305000
06013306002,1128.0,0.0,6.0,221.0,588.0,307.0,6.0,06,013,306002
06013306003,1899.0,52.0,254.0,475.0,771.0,276.0,71.0,06,013,306003
06013306004,1269.0,37.0,108.0,354.0,656.0,97.0,17.0,06,013,306004
06013307101,1565.0,0.0,121.0,89.0,733.0,581.0,41.0,06,013,307101
06013307102,1897.0,0.0,148.0,796.0,784.0,164.0,5.0,06,013,307102
06013307201,1172.0,24.0,38.0,453.0,552.0,95.0,10.0,06,013,307201
06013307202,1654.0,8.0,325.0,1072.0,166.0,83.0,0.0,06,013,307202
06013307204,1398.0,0.0,20.0,50.0,948.0,338.0,42.0,06,013,307204
06013307205,2804.0,15.0,584.0,832.0,1000.0,335.0,38.0,06,013,307205
06013308001,2598.0,0.0,66.0,139.0,1667.0,670.0,56.0,06,013,308001
06013308002,1442.0,0.0,0.0,20.0,533.0,704.0,185.0,06,013,308002
06013309000,1079.0,9.0,156.0,64.0,588.0,262.0,0.0,06,013,309000
06013310000,1682.0,9.0,155.0,541.0,530.0,347.0,100.0,06,013,310000
06013311000,1545.0,8.0,174.0,411.0,562.0,354.0,36.0,06,013,311000
06013312000,787.0,0.0,82.0,250.0,388.0,67.0,0.0,06,013,312000
06013313101,2874.0,35.0,626.0,820.0,1071.0,322.0,0.0,06,013,313101
06013313102,1415.0,0.0,110.0,324.0,649.0,303.0,29.0,06,013,313102
06013313103,2550.0,0.0,299.0,386.0,804.0,726.0,335.0,06,013,313103
06013313203,967.0,5.0,11.0,38.0,599.0,314.0,0.0,06,013,313203
06013313204,1815.0,0.0,185.0,438.0,649.0,469.0,74.0,06,013,313204
06013313205,521.0,2.0,0.0,0.0,316.0,177.0,26.0,06,013,313205
06013313206,1639.0,8.0,0.0,225.0,984.0,422.0,0.0,06,013,313206
06013314102,1734.0,6.0,7.0,309.0,835.0,569.0,8.0,06,013,314102
06013314103,1726.0,116.0,213.0,381.0,742.0,256.0,18.0,06,013,314103
06013314104,2625.0,59.0,258.0,1209.0,847.0,238.0,14.0,06,013,314104
06013314200,1794.0,0.0,37.0,430.0,1020.0,307.0,0.0,06,013,314200
06013315000,1230.0,0.0,13.0,198.0,677.0,311.0,31.0,06,013,315000
06013316000,475.0,116.0,110.0,179.0,55.0,0.0,15.0,06,013,316000
06013317000,1095.0,69.0,166.0,529.0,254.0,58.0,19.0,06,013,317000
06013318000,1587.0,0.0,449.0,514.0,517.0,81.0,26.0,06,013,318000
06013319000,3197.0,35.0,360.0,1173.0,1281.0,263.0,85.0,06,013,319000
06013320001,1270.0,0.0,54.0,204.0,658.0,286.0,68.0,06,013,320001
06013320003,1074.0,0.0,56.0,215.0,392.0,347.0,64.0,06,013,320003
06013320004,2564.0,102.0,244.0,559.0,966.0,552.0,141.0,06,013,320004
06013321101,2551.0,0.0,69.0,360.0,1393.0,669.0,60.0,06,013,321101
06013321102,2799.0,3.0,15.0,548.0,1241.0,892.0,100.0,06,013,321102
06013321103,1834.0,0.0,71.0,220.0,823.0,603.0,117.0,06,013,321103
06013321200,2384.0,24.0,407.0,810.0,938.0,199.0,6.0,06,013,321200
06013322000,2642.0,100.0,266.0,329.0,1269.0,595.0,83.0,06,013,322000
06013323000,1795.0,0.0,52.0,240.0,1091.0,319.0,93.0,06,013,323000
06013324001,2852.0,409.0,1200.0,907.0,282.0,34.0,20.0,06,013,324001
06013324002,2614.0,86.0,808.0,1100.0,449.0,146.0,25.0,06,013,324002
06013325000,2237.0,129.0,191.0,301.0,1084.0,466.0,66.0,06,013,325000
06013326000,1426.0,40.0,130.0,96.0,566.0,455.0,139.0,06,013,326000
06013327000,2915.0,7.0,322.0,1357.0,1044.0,185.0,0.0,06,013,327000
06013328000,1407.0,193.0,753.0,385.0,76.0,0.0,0.0,06,013,328000
06013329000,2407.0,10.0,126.0,625.0,1272.0,304.0,70.0,06,013,329000
06013330000,2059.0,0.0,0.0,280.0,1345.0,380.0,54.0,06,013,330000
06013331000,2812.0,0.0,309.0,907.0,1078.0,436.0,82.0,06,013,331000
06013332000,2955.0,16.0,121.0,496.0,1619.0,632.0,71.0,06,013,332000
06013333101,1539.0,0.0,44.0,371.0,756.0,304.0,64.0,06,013,333101
06013333102,1620.0,0.0,266.0,185.0,605.0,518.0,46.0,06,013,333102
06013333200,2285.0,0.0,194.0,218.0,895.0,911.0,67.0,06,013,333200
06013334001,1543.0,25.0,292.0,238.0,512.0,450.0,26.0,06,013,334001
06013334004,3379.0,38.0,391.0,1483.0,1079.0,350.0,38.0,06,013,334004
06013334006,1769.0,11.0,0.0,54.0,744.0,913.0,47.0,06,013,334006
06013334200,2839.0,34.0,352.0,363.0,1205.0,721.0,164.0,06,013,334200
06013335000,1309.0,0.0,17.0,420.0,644.0,183.0,45.0,06,013,335000
06013336101,1649.0,50.0,550.0,688.0,310.0,33.0,18.0,06,013,336101
06013336102,2768.0,31.0,928.0,1534.0,209.0,66.0,0.0,06,013,336102
06013336201,1207.0,4.0,35.0,314.0,633.0,183.0,38.0,06,013,336201
06013336202,1774.0,36.0,574.0,866.0,271.0,20.0,7.0,06,013,336202
06013337100,1221.0,0.0,38.0,226.0,392.0,471.0,94.0,06,013,337100
06013337200,3164.0,10.0,537.0,1291.0,721.0,600.0,5.0,06,013,337200
06013337300,2353.0,42.0,121.0,209.0,670.0,1123.0,188.0,06,013,337300
06013338101,1870.0,81.0,163.0,771.0,586.0,248.0,21.0,06,013,338101
06013338102,1415.0,0.0,15.0,77.0,702.0,560.0,61.0,06,013,338102
06013338201,1432.0,0.0,69.0,244.0,291.0,636.0,192.0,06,013,338201
06013338203,2644.0,10.0,1085.0,935.0,361.0,167.0,86.0,06,013,338203
06013338204,2821.0,0.0,610.0,952.0,873.0,326.0,60.0,06,013,338204
06013338301,1081.0,57.0,0.0,0.0,167.0,635.0,222.0,06,013,338301
06013338302,2186.0,0.0,62.0,170.0,642.0,968.0,344.0,06,013,338302
06013339001,2030.0,255.0,1027.0,731.0,17.0,0.0,0.0,06,013,339001
06013339002,3453.0,300.0,1302.0,1403.0,407.0,25.0,16.0,06,013,339002
06013340001,2553.0,71.0,317.0,866.0,924.0,375.0,0.0,06,013,340001
06013340002,3039.0,64.0,77.0,583.0,1389.0,768.0,158.0,06,013,340002
06013341000,2030.0,0.0,293.0,627.0,531.0,485.0,94.0,06,013,341000
06013343001,2177.0,50.0,427.0,718.0,439.0,392.0,151.0,06,013,343001
06013343002,2072.0,47.0,290.0,378.0,737.0,500.0,120.0,06,013,343002
06013343003,1504.0,0.0,146.0,123.0,469.0,572.0,194.0,06,013,343003
06013345101,2040.0,0.0,142.0,329.0,704.0,716.0,149.0,06,013,345101
06013345102,1306.0,0.0,0.0,35.0,529.0,685.0,57.0,06,013,345102
06013345103,1944.0,77.0,276.0,145.0,563.0,698.0,185.0,06,013,345103
06013345105,2236.0,37.0,0.0,276.0,689.0,933.0,301.0,06,013,345105
06013345108,3347.0,160.0,268.0,1010.0,1024.0,793.0,92.0,06,013,345108
06013345111,1984.0,0.0,464.0,507.0,317.0,531.0,165.0,06,013,345111
06013345112,2371.0,0.0,669.0,310.0,494.0,616.0,282.0,06,013,345112
06013345113,1462.0,0.0,0.0,66.0,422.0,818.0,156.0,06,013,345113
06013345114,2509.0,0.0,0.0,353.0,765.0,1214.0,177.0,06,013,345114
06013345115,1869.0,0.0,40.0,198.0,258.0,875.0,498.0,06,013,345115
06013345116,938.0,0.0,0.0,0.0,223.0,700.0,15.0,06,013,345116
06013345202,3329.0,0.0,472.0,1102.0,945.0,666.0,144.0,06,013,345202
06013345203,2679.0,29.0,146.0,423.0,1045.0,948.0,88.0,06,013,345203
06013345204,1315.0,0.0,0.0,63.0,446.0,509.0,297.0,06,013,345204
06013346101,1312.0,0.0,0.0,14.0,579.0,502.0,217.0,06,013,346101
06013346102,2053.0,0.0,44.0,95.0,434.0,971.0,509.0,06,013,346102
06013346201,2680.0,30.0,146.0,80.0,763.0,1216.0,445.0,06,013,346201
06013346203,1429.0,0.0,0.0,125.0,469.0,668.0,167.0,06,013,346203
06013346204,2481.0,0.0,0.0,79.0,760.0,1117.0,525.0,06,013,346204
06013347000,2396.0,67.0,37.0,166.0,697.0,1208.0,221.0,06,013,347000
06013348000,1765.0,21.0,18.0,168.0,583.0,701.0,274.0,06,013,348000
06013349000,1954.0,30.0,149.0,594.0,760.0,385.0,36.0,06,013,349000
06013350000,2535.0,0.0,515.0,776.0,584.0,519.0,141.0,06,013,350000
06013351101,2131.0,0.0,257.0,1711.0,163.0,0.0,0.0,06,013,351101
06013351102,3069.0,0.0,271.0,2637.0,35.0,82.0,44.0,06,013,351102
06013351103,1401.0,0.0,123.0,1056.0,212.0,0.0,10.0,06,013,351103
06013351200,2135.0,0.0,26.0,84.0,869.0,958.0,198.0,06,013,351200
06013352101,863.0,0.0,9.0,118.0,173.0,380.0,183.0,06,013,352101
06013352102,1913.0,0.0,0.0,189.0,609.0,863.0,252.0,06,013,352102
06013352201,2337.0,50.0,173.0,456.0,772.0,680.0,206.0,06,013,352201
06013352202,1062.0,1.0,45.0,323.0,446.0,220.0,27.0,06,013,352202
06013353001,1319.0,0.0,30.0,116.0,544.0,485.0,144.0,06,013,353001
06013353002,1494.0,0.0,8.0,44.0,594.0,630.0,218.0,06,013,353002
06013354001,693.0,0.0,0.0,184.0,298.0,147.0,64.0,06,013,354001
06013354002,2543.0,0.0,134.0,298.0,731.0,987.0,393.0,06,013,354002
06013355107,1577.0,16.0,0.0,97.0,420.0,709.0,335.0,06,013,355107
06013355108,3912.0,62.0,95.0,64.0,819.0,1658.0,1214.0,06,013,355108
06013355109,2226.0,0.0,93.0,95.0,876.0,836.0,326.0,06,013,355109
06013355110,1284.0,12.0,0.0,23.0,382.0,715.0,152.0,06,013,355110
06013355111,1977.0,0.0,14.0,222.0,511.0,787.0,443.0,06,013,355111
06013355112,2115.0,0.0,0.0,117.0,730.0,1008.0,260.0,06,013,355112
06013355113,1707.0,0.0,55.0,18.0,280.0,1129.0,225.0,06,013,355113
06013355114,3529.0,0.0,53.0,238.0,991.0,1453.0,794.0,06,013,355114
06013355115,1732.0,71.0,622.0,394.0,317.0,262.0,66.0,06,013,355115
06013355116,1556.0,0.0,0.0,57.0,366.0,613.0,520.0,06,013,355116
06013355117,2022.0,0.0,12.0,42.0,623.0,771.0,574.0,06,013,355117
06013355200,2357.0,51.0,112.0,530.0,412.0,671.0,581.0,06,013,355200
06013355301,2887.0,0.0,36.0,354.0,1000.0,954.0,543.0,06,013,355301
06013355302,1207.0,0.0,9.0,22.0,200.0,651.0,325.0,06,013,355302
06013355304,3147.0,0.0,281.0,469.0,1402.0,774.0,221.0,06,013,355304
06013355306,1848.0,0.0,47.0,129.0,522.0,888.0,262.0,06,013,355306
06013356001,1181.0,0.0,44.0,113.0,455.0,495.0,74.0,06,013,356001
06013356002,2043.0,0.0,120.0,492.0,369.0,804.0,258.0,06,013,356002
06013357000,1641.0,76.0,379.0,487.0,449.0,190.0,60.0,06,013,357000
06013358000,2050.0,9.0,200.0,1020.0,496.0,208.0,117.0,06,013,358000
06013359102,1927.0,0.0,163.0,527.0,803.0,379.0,55.0,06,013,359102
06013359103,2049.0,15.0,222.0,481.0,921.0,410.0,0.0,06,013,359103
06013359104,961.0,0.0,43.0,609.0,306.0,0.0,3.0,06,013,359104
06013359105,1564.0,0.0,24.0,233.0,489.0,621.0,197.0,06,013,359105
06013359202,2223.0,59.0,28.0,169.0,1012.0,795.0,160.0,06,013,359202
06013359203,2334.0,0.0,111.0,342.0,1044.0,822.0,15.0,06,013,359203
06013359204,1519.0,14.0,90.0,79.0,520.0,557.0,259.0,06,013,359204
06013360101,1794.0,43.0,59.0,189.0,744.0,672.0,87.0,06,013,360101
06013360102,1573.0,19.0,0.0,84.0,377.0,990.0,103.0,06,013,360102
06013360200,1919.0,43.0,168.0,469.0,969.0,227.0,43.0,06,013,360200
06013361000,1838.0,0.0,170.0,602.0,667.0,339.0,60.0,06,013,361000
06013362000,1193.0,7.0,87.0,314.0,564.0,163.0,58.0,06,013,362000
06013363000,2824.0,45.0,88.0,1003.0,1347.0,238.0,103.0,06,013,363000
06013364002,1871.0,0.0,208.0,76.0,1145.0,387.0,55.0,06,013,364002
06013365002,1748.0,7.0,163.0,686.0,568.0,280.0,44.0,06,013,365002
06013365003,2514.0,15.0,1073.0,851.0,378.0,197.0,0.0,06,013,365003
06013366001,1321.0,17.0,45.0,304.0,756.0,153.0,46.0,06,013,366001
06013366002,1857.0,49.0,181.0,614.0,867.0,120.0,26.0,06,013,366002
06013367100,2117.0,212.0,560.0,188.0,885.0,261.0,11.0,06,013,367100
06013367200,1707.0,36.0,251.0,434.0,884.0,94.0,8.0,06,013,367200
06013368001,1425.0,8.0,73.0,623.0,596.0,107.0,18.0,06,013,368001
06013368002,952.0,44.0,107.0,535.0,184.0,82.0,0.0,06,013,368002
06013369001,2559.0,135.0,794.0,1137.0,381.0,112.0,0.0,06,013,369001
06013369002,1071.0,38.0,80.0,503.0,362.0,28.0,60.0,06,013,369002
06013370000,1221.0,40.0,80.0,267.0,630.0,187.0,17.0,06,013,370000
06013371000,2114.0,30.0,173.0,1015.0,756.0,64.0,76.0,06,013,371000
06013372000,2471.0,69.0,205.0,1150.0,860.0,187.0,0.0,06,013,372000
06013373000,1249.0,0.0,120.0,597.0,480.0,18.0,34.0,06,013,373000
06013374000,1952.0,47.0,384.0,950.0,518.0,53.0,0.0,06,013,374000
06013375000,1307.0,34.0,147.0,691.0,365.0,70.0,0.0,06,013,375000
06013376000,2146.0,22.0,337.0,902.0,638.0,149.0,98.0,06,013,376000
06013377000,2513.0,78.0,391.0,1354.0,576.0,114.0,0.0,06,013,377000
06013378000,1987.0,164.0,215.0,832.0,611.0,126.0,39.0,06,013,378000
06013379000,2116.0,17.0,253.0,1144.0,522.0,180.0,0.0,06,013,379000
06013380000,2980.0,8.0,730.0,1208.0,889.0,105.0,40.0,06,013,380000
06013381000,2196.0,49.0,80.0,809.0,987.0,271.0,0.0,06,013,381000
06013382000,2823.0,51.0,431.0,946.0,998.0,363.0,34.0,06,013,382000
06013383000,2191.0,136.0,277.0,1007.0,625.0,99.0,47.0,06,013,383000
06013384000,1688.0,0.0,6.0,477.0,712.0,441.0,52.0,06,013,384000
06013385100,1165.0,0.0,95.0,129.0,542.0,279.0,120.0,06,013,385100
06013385200,590.0,0.0,0.0,119.0,343.0,120.0,8.0,06,013,385200
06013386000,1487.0,76.0,276.0,833.0,241.0,51.0,10.0,06,013,386000
06013387000,1163.0,0.0,162.0,442.0,425.0,109.0,25.0,06,013,387000
06013388000,1205.0,45.0,128.0,593.0,366.0,63.0,10.0,06,013,388000
06013389100,925.0,14.0,136.0,468.0,262.0,44.0,1.0,06,013,389100
06013389200,832.0,10.0,176.0,566.0,69.0,11.0,0.0,06,013,389200
06013390100,967.0,0.0,65.0,242.0,406.0,196.0,58.0,06,013,390100
06013390200,778.0,0.0,20.0,321.0,322.0,110.0,5.0,06,013,390200
06013391000,1137.0,33.0,24.0,281.0,459.0,278.0,62.0,06,013,391000
06013392000,1138.0,0.0,28.0,312.0,487.0,264.0,47.0,06,013,392000
06013392200,3328.0,26.0,164.0,794.0,1291.0,850.0,203.0,06,013,392200
06013392300,930.0,0.0,91.0,156.0,49.0,364.0,270.0,06,013,392300
06013990000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06,013,990000
06015000101,1841.0,26.0,317.0,742.0,615.0,113.0,28.0,06,015,000101
06015000102,1557.0,87.0,120.0,372.0,697.0,169.0,112.0,06,015,000102
06015000104,803.0,23.0,89.0,296.0,154.0,181.0,60.0,06,015,000104
06015000105,3040.0,91.0,238.0,993.0,1325.0,363.0,30.0,06,015,000105
06015000201,1484.0,31.0,142.0,352.0,731.0,190.0,38.0,06,015,000201
06015000202,1846.0,44.0,140.0,588.0,881.0,130.0,63.0,06,015,000202
06015000203,614.0,9.0,60.0,271.0,243.0,26.0,5.0,06,015,000203
06015990000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06,015,990000
06017030200,2752.0,62.0,246.0,893.0,1208.0,286.0,57.0,06,017,030200
06017030301,1593.0,131.0,239.0,580.0,509.0,134.0,0.0,06,017,030301
06017030302,2294.0,155.0,412.0,745.0,647.0,156.0,179.0,06,017,030302
06017030401,3468.0,19.0,199.0,733.0,1778.0,644.0,95.0,06,017,030401
06017030402,2485.0,70.0,542.0,1043.0,659.0,127.0,44.0,06,017,030402
06017030502,1735.0,0.0,0.0,319.0,1087.0,230.0,99.0,06,017,030502
06017030504,2158.0,15.0,25.0,303.0,1175.0,534.0,106.0,06,017,030504
06017030505,1969.0,0.0,35.0,486.0,867.0,448.0,133.0,06,017,030505
06017030601,2108.0,12.0,61.0,207.0,1332.0,395.0,101.0,06,017,030601
06017030602,2959.0,0.0,232.0,952.0,1599.0,176.0,0.0,06,017,030602
06017030603,2024.0,46.0,231.0,669.0,858.0,193.0,27.0,06,017,030603
06017030701,2256.0,0.0,61.0,107.0,731.0,1011.0,346.0,06,017,030701
06017030704,2471.0,12.0,196.0,759.0,807.0,536.0,161.0,06,017,030704
06017030706,2287.0,0.0,160.0,221.0,703.0,874.0,329.0,06,017,030706
06017030709,1712.0,0.0,0.0,13.0,455.0,915.0,329.0,06,017,030709
06017030710,1870.0,0.0,0.0,91.0,620.0,755.0,404.0,06,017,030710
06017030801,1604.0,22.0,73.0,117.0,870.0,441.0,81.0,06,017,030801
06017030803,3156.0,45.0,284.0,548.0,1329.0,828.0,122.0,06,017,030803
06017030804,2531.0,31.0,11.0,428.0,1201.0,572.0,288.0,06,017,030804
06017030807,1497.0,0.0,68.0,252.0,499.0,597.0,81.0,06,017,030807
06017030808,2485.0,0.0,27.0,300.0,1232.0,848.0,78.0,06,017,030808
06017030809,1005.0,0.0,5.0,178.0,587.0,220.0,15.0,06,017,030809
06017030810,1437.0,0.0,49.0,373.0,831.0,184.0,0.0,06,017,030810
