,P052001 Total: Households,"P052002 Total:  Less than $10,000"
06085502602,3241.0,71.0
06085502701,1887.0,73.0
06085502702,2916.0,204.0
06085502800,1390.0,64.0
06085502901,2126.0,86.0
06085502902,2492.0,38.0
06085502903,1958.0,55.0
06085502906,1654.0,15.0
06085502907,1313.0,5.0
06085502908,2379.0,56.0
06085502909,2034.0,97.0
06085502910,1321.0,48.0
06085503001,1621.0,61.0
06085503002,1288.0,35.0
06085503003,1794.0,20.0
06085503103,3054.0,311.0
06085503105,553.0,32.0
06085503106,2364.0,30.0
06085503108,2010.0,150.0
06085503110,969.0,99.0
06085503111,1124.0,46.0
06085503112,895.0,48.0
06085503113,1147.0,120.0
06085503115,1112.0,67.0
06085503116,1615.0,58.0
06085503204,1949.0,144.0
06085503207,1023.0,28.0
06085503208,827.0,15.0
06085503210,925.0,47.0
06085503211,1126.0,21.0
06085503212,945.0,37.0
06085503213,1204.0,63.0
06085503214,1384.0,54.0
06085503217,1038.0,32.0
06085503218,1097.0,89.0
06085503304,1718.0,69.0
06085503305,1464.0,96.0
06085503306,864.0,36.0
06085503312,949.0,40.0
06085503313,1301.0,27.0
06085503315,1934.0,78.0
06085503317,1790.0,53.0
06085503319,1950.0,17.0
06085503320,3805.0,126.0
06085503321,1027.0,17.0
06085503322,1027.0,14.0
06085503323,1165.0,7.0
06085503324,907.0,15.0
06085503325,1162.0,37.0
06085503326,870.0,0.0
06085503327,1222.0,14.0
06085503328,2716.0,54.0
06085503401,1000.0,22.0
06085503402,1027.0,97.0
06085503504,1100.0,65.0
06085503506,1238.0,152.0
06085503507,394.0,5.0
06085503508,1175.0,0.0
06085503509,873.0,31.0
06085503510,1311.0,58.0
06085503511,821.0,16.0
06085503601,877.0,78.0
06085503602,1161.0,110.0
06085503702,1714.0,164.0
06085503703,867.0,26.0
06085503706,2148.0,316.0
06085503707,1377.0,64.0
06085503708,729.0,43.0
06085503709,1540.0,156.0
06085503802,2076.0,145.0
06085503803,1363.0,42.0
06085503804,1400.0,88.0
06085503900,2201.0,101.0
06085504001,1428.0,51.0
06085504002,1071.0,35.0
06085504101,928.0,30.0
06085504102,1256.0,112.0
06085504201,1687.0,42.0
06085504202,1436.0,20.0
06085504307,1582.0,41.0
06085504308,1361.0,36.0
06085504310,3237.0,139.0
06085504311,2321.0,67.0
06085504314,1270.0,26.0
06085504315,2007.0,30.0
06085504316,1315.0,21.0
06085504317,1219.0,51.0
06085504318,1409.0,74.0
06085504319,1414.0,32.0
06085504320,840.0,20.0
06085504321,1547.0,67.0
06085504410,1187.0,80.0
06085504411,1522.0,25.0
06085504412,1289.0,13.0
06085504413,709.0,70.0
06085504414,1429.0,0.0
06085504415,1527.0,34.0
06085504416,1071.0,19.0
06085504417,728.0,16.0
06085504418,1292.0,51.0
06085504420,1327.0,5.0
06085504421,1337.0,30.0
06085504422,1211.0,67.0
06085504504,765.0,5.0
06085504505,1025.0,17.0
06085504506,1934.0,109.0
06085504507,1580.0,61.0
06085504601,564.0,37.0
06085504602,535.0,16.0
06085504700,81.0,0.0
06085504802,1784.0,57.0
06085504803,1849.0,118.0
06085504805,2314.0,123.0
06085504806,775.0,0.0
06085504901,796.0,40.0
06085505001,2467.0,108.0
06085505005,2266.0,53.0
06085505006,1779.0,99.0
06085505007,991.0,39.0
06085505100,810.0,105.0
06085505202,2125.0,176.0
06085505203,785.0,56.0
06085505301,1316.0,66.0
06085505302,1463.0,35.0
06085505303,2170.0,106.0
06085505304,1062.0,24.0
06085505305,1972.0,82.0
06085505401,2228.0,140.0
06085505402,1119.0,42.0
06085505403,2632.0,84.0
06085505500,1566.0,75.0
06085505600,1272.0,221.0
06085505700,2272.0,181.0
06085505800,1631.0,84.0
06085505900,3056.0,137.0
06085506000,1997.0,122.0
06085506101,1703.0,24.0
06085506102,1484.0,45.0
06085506103,1683.0,50.0
06085506202,2488.0,88.0
06085506203,2477.0,110.0
06085506204,2129.0,69.0
06085506301,2315.0,242.0
06085506302,2301.0,86.0
06085506304,1895.0,117.0
06085506305,2533.0,155.0
06085506401,1358.0,94.0
06085506402,2253.0,124.0
06085506501,2511.0,94.0
06085506502,1810.0,74.0
06085506503,2654.0,328.0
06085506601,1629.0,96.0
06085506603,1416.0,30.0
06085506604,2546.0,78.0
06085506605,1553.0,50.0
06085506606,1666.0,66.0
06085506701,1278.0,38.0
06085506702,2087.0,65.0
06085506703,1408.0,105.0
06085506801,2186.0,72.0
06085506802,1922.0,30.0
06085506803,2438.0,87.0
06085506804,1350.0,5.0
06085506900,2609.0,63.0
06085507001,2968.0,173.0
06085507002,1034.0,10.0
06085507100,1268.0,28.0
06085507203,808.0,36.0
06085507205,1851.0,63.0
06085507206,1014.0,43.0
06085507301,2226.0,122.0
06085507302,1013.0,22.0
06085507401,1922.0,29.0
06085507402,1512.0,50.0
06085507500,1982.0,28.0
06085507600,1996.0,36.0
06085507701,1283.0,63.0
06085507702,2052.0,43.0
06085507703,2527.0,57.0
06085507805,1828.0,129.0
06085507806,1929.0,99.0
06085507807,1025.0,25.0
06085507808,1726.0,69.0
06085507903,1613.0,25.0
06085507904,1109.0,9.0
06085507905,2147.0,120.0
06085507906,1418.0,54.0
06085508001,2405.0,76.0
06085508002,2906.0,157.0
06085508101,2229.0,99.0
06085508102,1096.0,0.0
06085508202,2784.0,114.0
06085508203,1796.0,64.0
06085508204,1512.0,56.0
06085508301,1559.0,37.0
06085508303,920.0,26.0
06085508304,2918.0,173.0
06085508401,2534.0,62.0
06085508403,1012.0,12.0
06085508404,1980.0,23.0
06085508503,2793.0,107.0
06085508504,3103.0,142.0
06085508505,1869.0,42.0
06085508506,3230.0,228.0
06085508601,1366.0,61.0
06085508602,1711.0,185.0
06085508703,2834.0,76.0
06085508704,2116.0,81.0
06085508800,1434.0,80.0
06085508900,1759.0,102.0
06085509000,2450.0,102.0
06085509102,2258.0,55.0
06085509105,2813.0,95.0
06085509106,1617.0,55.0
06085509107,2125.0,48.0
06085509108,1915.0,64.0
06085509109,1664.0,56.0
06085509201,2137.0,78.0
06085509202,1977.0,129.0
06085509302,1084.0,64.0
06085509303,1675.0,124.0
06085509304,1221.0,40.0
06085509401,1586.0,104.0
06085509403,2060.0,128.0
06085509404,2261.0,111.0
06085509500,2285.0,45.0
06085509600,1292.0,55.0
06085509700,1352.0,40.0
06085509801,2153.0,98.0
06085509802,1060.0,43.0
06085509901,705.0,19.0
06085509902,1917.0,146.0
06085510001,2095.0,16.0
06085510002,1303.0,20.0
06085510100,1090.0,10.0
06085510200,1494.0,32.0
06085510300,1675.0,18.0
06085510400,1129.0,35.0
06085510500,1702.0,6.0
06085510600,2356.0,103.0
06085510700,1784.0,103.0
06085510801,1672.0,34.0
06085510802,903.0,105.0
06085510803,1054.0,43.0
06085510900,2031.0,67.0
06085511000,2373.0,107.0
06085511100,1933.0,23.0
06085511200,1814.0,11.0
06085511300,4160.0,323.0
06085511400,1420.0,37.0
06085511500,2986.0,185.0
06085511604,1010.0,97.0
06085511605,219.0,25.0
06085511606,1618.0,289.0
06085511607,185.0,12.0
06085511701,1419.0,33.0
06085511702,940.0,0.0
06085511703,2972.0,58.0
06085511800,1523.0,13.0
06085511901,2886.0,210.0
06085511905,1053.0,15.0
06085511907,1327.0,30.0
06085511909,2556.0,7.0
06085511910,1068.0,20.0
06085511911,1786.0,40.0
06085511912,1715.0,8.0
06085511913,1434.0,22.0
06085511914,1953.0,39.0
06085512001,1769.0,13.0
06085512002,2356.0,25.0
06085512005,2189.0,38.0
06085512014,1815.0,22.0
06085512015,1744.0,35.0
06085512016,3239.0,138.0
06085512017,1993.0,35.0
06085512018,2345.0,104.0
06085512019,1539.0,40.0
06085512020,2293.0,137.0
06085512021,2022.0,22.0
06085512022,1825.0,142.0
06085512023,1918.0,35.0
06085512024,1305.0,48.0
06085512025,805.0,0.0
06085512026,1408.0,50.0
06085512027,1510.0,80.0
06085512028,1691.0,54.0
06085512029,2293.0,19.0
06085512030,978.0,17.0
06085512031,1396.0,14.0
06085512032,1027.0,49.0
06085512033,1978.0,80.0
06085512034,1048.0,26.0
06085512035,1361.0,40.0
06085512100,539.0,36.0
06085512200,1129.0,29.0
06085512304,2689.0,179.0
06085512305,1058.0,37.0
06085512306,2797.0,178.0
06085512307,2160.0,51.0
06085512308,1806.0,18.0
06085512309,1573.0,8.0
06085512401,1264.0,46.0
06085512402,1428.0,39.0
06085512503,2007.0,38.0
06085512505,1587.0,70.0
06085512506,1633.0,74.0
06085512507,2417.0,46.0
06085512508,2446.0,163.0
06085512601,2025.0,187.0
06085512602,741.0,19.0
06085512700,273.0,6.0
06087100100,827.0,18.0
06087100200,2510.0,209.0
06087100300,1088.0,54.0
06087100400,416.0,72.0
06087100500,1971.0,158.0
06087100600,1217.0,27.0
06087100700,972.0,205.0
06087100800,2787.0,288.0
06087100900,1991.0,117.0
06087101000,2992.0,476.0
06087101100,2171.0,147.0
06087101200,1043.0,52.0
06087110100,1974.0,163.0
06087110200,2065.0,181.0
06087110300,1749.0,270.0
06087110400,1173.0,116.0
06087110501,1823.0,142.0
06087110502,1415.0,89.0
06087110600,1924.0,193.0
06087110700,944.0,42.0
06087120200,1479.0,102.0
06087120301,2104.0,78.0
06087120302,1106.0,55.0
06087120400,2176.0,124.0
06087120500,2492.0,157.0
06087120600,1875.0,73.0
06087120700,1636.0,83.0
06087120800,2386.0,87.0
06087120900,2963.0,63.0
06087121000,1327.0,55.0
06087121100,1131.0,58.0
06087121200,2263.0,156.0
06087121300,1672.0,140.0
06087121401,881.0,19.0
06087121402,1466.0,68.0
06087121403,1317.0,80.0
06087121500,2404.0,213.0
06087121600,2909.0,291.0
06087121700,3074.0,171.0
06087121800,2454.0,191.0
06087122001,1841.0,93.0
06087122002,1312.0,88.0
06087122003,2697.0,189.0
06087122100,1547.0,65.0
06087122201,2719.0,87.0
06087122202,816.0,23.0
06087122203,1560.0,102.0
06087122300,1401.0,40.0
06087122400,2566.0,99.0
06087122500,1434.0,57.0
06087123100,787.0,90.0
06087123300,397.0,28.0
06089010100,814.0,325.0
06089010200,1105.0,182.0
06089010300,1535.0,132.0
06089010400,1564.0,249.0
06089010500,1937.0,320.0
06089010600,3166.0,220.0
06089010701,3487.0,466.0
06089010702,1384.0,215.0
06089010801,2491.0,244.0
06089010802,3918.0,304.0
06089010900,1556.0,209.0
06089011000,2649.0,202.0
06089011100,986.0,79.0
06089011200,1975.0,304.0
06089011300,1944.0,191.0
06089011400,2965.0,130.0
06089011500,2028.0,189.0
06089011600,1388.0,179.0
06089011700,2902.0,473.0
06089011800,2734.0,216.0
06089011900,1501.0,68.0
06089012000,1772.0,410.0
06089012100,2127.0,312.0
06089012200,1847.0,212.0
06089012301,979.0,149.0
06089012302,1722.0,150.0
06089012303,1356.0,97.0
06089012400,1507.0,164.0
06089012500,724.0,64.0
06089012601,1858.0,235.0
06089012602,2299.0,208.0
06089012701,1923.0,300.0
06089012702,1354.0,195.0
06091010000,1523.0,208.0
06093000100,523.0,98.0
06093000200,720.0,126.0
06093000300,1600.0,218.0
06093000400,338.0,56.0
06093000500,956.0,204.0
06093000600,752.0,121.0
06093000701,1502.0,152.0
06093000702,1732.0,317.0
06093000703,1436.0,144.0
06093000800,1388.0,185.0
06093000900,2612.0,346.0
06093001000,3154.0,446.0
06093001100,1114.0,155.0
06093001200,746.0,123.0
06095250101,2433.0,101.0
06095250102,2221.0,27.0
06095250200,1409.0,80.0
06095250300,1170.0,114.0
06095250400,1232.0,49.0
06095250501,739.0,30.0
06095250502,1157.0,28.0
06095250601,1471.0,88.0
06095250603,2909.0,55.0
06095250701,1121.0,130.0
06095250702,1242.0,139.0
06095250800,50.0,6.0
06095250900,1403.0,457.0
06095251000,1223.0,186.0
06095251100,1136.0,92.0
06095251200,1112.0,134.0
06095251300,1215.0,35.0
06095251400,2160.0,118.0
06095251500,1413.0,146.0
06095251600,1142.0,182.0
06095251701,1533.0,149.0
06095251702,689.0,42.0
06095251802,764.0,182.0
06095251803,1454.0,28.0
06095251804,1015.0,40.0
06095251901,1889.0,177.0
06095251902,1696.0,78.0
06095251903,1622.0,85.0
06095252000,2000.0,143.0
06095252102,1592.0,96.0
06095252103,1858.0,60.0
06095252104,1266.0,0.0
06095252105,1322.0,34.0
06095252106,1646.0,37.0
06095252107,1421.0,19.0
06095252108,1261.0,42.0
06095252201,1846.0,47.0
06095252202,2008.0,31.0
06095252305,1124.0,22.0
06095252306,1124.0,35.0
06095252307,3199.0,34.0
06095252308,2896.0,69.0
06095252309,3055.0,91.0
06095252401,1228.0,49.0
06095252402,1618.0,142.0
06095252501,948.0,131.0
06095252502,652.0,92.0
06095252604,1277.0,98.0
06095252605,1868.0,101.0
06095252606,1575.0,208.0
06095252607,1123.0,106.0
06095252608,1339.0,149.0
06095252609,2258.0,153.0
06095252702,1957.0,136.0
06095252703,1226.0,34.0
06095252704,1424.0,82.0
06095252705,1881.0,32.0
06095252706,667.0,24.0
06095252707,1793.0,98.0
06095252800,2370.0,10.0
06095252902,3864.0,169.0
06095252903,1460.0,64.0
06095252904,1205.0,58.0
06095252907,3833.0,137.0
06095252908,1316.0,26.0
06095252909,1106.0,8.0
06095252910,1834.0,82.0
06095253000,0.0,0.0
06095253101,2089.0,105.0
06095253105,2076.0,128.0
06095253106,1356.0,19.0
06095253107,2246.0,141.0
06095253108,1250.0,37.0
06095253201,1837.0,43.0
06095253202,3786.0,176.0
06095253203,1495.0,58.0
06095253300,845.0,26.0
06095253401,3395.0,132.0
06095253402,1751.0,109.0
06095253500,2254.0,135.0
06097150100,1046.0,61.0
06097150201,3271.0,273.0
06097150202,2395.0,144.0
06097150302,3086.0,179.0
06097150303,2187.0,109.0
06097150304,2188.0,96.0
06097150500,2173.0,83.0
06097150601,1377.0,46.0
06097150602,1537.0,18.0
06097150603,2383.0,144.0
06097150605,4476.0,177.0
06097150606,2592.0,103.0
06097150701,1737.0,159.0
06097150702,1621.0,22.0
06097150800,1855.0,65.0
06097150901,1822.0,209.0
06097150902,1329.0,38.0
06097151000,1358.0,87.0
06097151100,1742.0,77.0
06097151201,2453.0,113.0
06097151203,1711.0,48.0
06097151204,1417.0,55.0
06097151301,1603.0,100.0
06097151305,2197.0,239.0
06097151306,1604.0,130.0
06097151307,1936.0,39.0
06097151308,1888.0,144.0
06097151309,1684.0,27.0
06097151310,1442.0,68.0
06097151311,2414.0,218.0
06097151401,1239.0,110.0
06097151402,2880.0,395.0
06097151502,2811.0,117.0
06097151503,1393.0,38.0
06097151504,1369.0,21.0
06097151600,3648.0,112.0
06097151700,2967.0,147.0
06097151800,2101.0,98.0
06097151900,1334.0,117.0
06097152000,924.0,132.0
06097152100,1073.0,175.0
06097152201,1713.0,181.0
06097152202,2619.0,148.0
06097152203,1841.0,200.0
06097152300,1954.0,128.0
06097152400,2731.0,34.0
06097152501,1345.0,94.0
06097152502,1530.0,78.0
06097152600,2947.0,27.0
06097152701,2088.0,109.0
06097152702,1582.0,58.0
06097152801,1948.0,87.0
06097152802,2749.0,229.0
06097152901,2965.0,109.0
06097152903,1442.0,86.0
06097152904,1648.0,41.0
06097153001,2021.0,119.0
06097153002,1990.0,127.0
06097153003,1998.0,104.0
06097153005,2368.0,73.0
06097153006,2524.0,146.0
06097153101,2381.0,256.0
06097153102,1344.0,50.0
06097153200,1442.0,98.0
06097153300,2239.0,116.0
06097153401,2594.0,146.0
06097153403,1597.0,97.0
06097153404,1712.0,144.0
06097153501,1743.0,132.0
06097153502,1565.0,68.0
06097153600,2233.0,123.0
06097153703,1871.0,222.0
06097153704,1867.0,125.0
06097153705,1543.0,124.0
06097153706,1865.0,116.0
06097153801,1672.0,45.0
06097153802,3601.0,147.0
06097153803,2956.0,272.0
06097153901,1808.0,68.0
06097153902,1472.0,89.0
06097153903,1601.0,103.0
06097154000,1085.0,51.0
06097154100,1510.0,52.0
06097154200,3031.0,280.0
06097154301,1901.0,117.0
06097154302,1791.0,88.0
06099000101,1561.0,74.0
06099000102,1172.0,15.0
06099000201,2170.0,209.0
06099000202,1158.0,169.0
06099000203,2627.0,178.0
06099000301,642.0,64.0
06099000302,870.0,46.0
06099000303,1423.0,43.0
06099000304,1238.0,52.0
06099000402,1487.0,64.0
06099000403,1289.0,29.0
06099000404,1752.0,185.0
06099000501,2098.0,80.0
06099000503,1858.0,136.0
06099000504,1832.0,60.0
06099000505,1339.0,52.0
06099000506,1789.0,147.0
06099000507,2254.0,136.0
06099000508,1148.0,60.0
06099000601,1482.0,77.0
06099000602,871.0,64.0
06099000801,2706.0,228.0
06099000803,1556.0,221.0
06099000805,1996.0,151.0
06099000806,1598.0,77.0
06099000807,1628.0,139.0
06099000905,2134.0,77.0
06099000906,2342.0,84.0
06099000907,1315.0,53.0
06099000908,1955.0,173.0
06099000909,1787.0,200.0
06099000910,2428.0,215.0
06099000911,1793.0,192.0
06099000912,1672.0,64.0
06099001001,2606.0,225.0
06099001002,1381.0,217.0
06099001100,1516.0,201.0
06099001200,1695.0,201.0
06099001300,2541.0,166.0
06099001400,2422.0,339.0
06099001500,2139.0,252.0
06099001601,1114.0,141.0
06099001603,1575.0,192.0
06099001604,949.0,189.0
06099001700,728.0,221.0
06099001800,882.0,258.0
06099001900,2228.0,215.0
06099002002,1282.0,178.0
06099002003,2400.0,70.0
06099002004,2098.0,169.0
06099002100,1173.0,232.0
06099002200,1738.0,329.0
06099002301,1784.0,263.0
06099002302,1047.0,247.0
06099002400,2156.0,264.0
06099002501,721.0,116.0
06099002502,2312.0,153.0
06099002602,1570.0,252.0
06099002603,983.0,48.0
06099002604,1188.0,228.0
06099002605,1241.0,68.0
06099002701,1134.0,67.0
06099002702,1915.0,145.0
06099002801,1293.0,121.0
06099002802,2152.0,153.0
06099002803,1018.0,38.0
06099002901,1409.0,124.0
06099002902,1541.0,193.0
06099003001,1227.0,94.0
06099003002,1762.0,218.0
06099003100,1175.0,91.0
06099003201,1371.0,110.0
06099003202,1973.0,117.0
06099003300,1205.0,96.0
06099003400,529.0,79.0
06099003500,2235.0,158.0
06099003602,2814.0,335.0
06099003603,1320.0,94.0
06099003604,1993.0,143.0
06099003700,1247.0,117.0
06099003801,2804.0,242.0
06099003802,1435.0,172.0
06099003803,699.0,45.0
06099003904,1691.0,362.0
06099003905,1468.0,94.0
06099003906,1777.0,355.0
06099003907,2597.0,188.0
06099003908,985.0,145.0
06099003909,2045.0,198.0
06101050101,1984.0,209.0
06101050102,1757.0,331.0
06101050201,1242.0,217.0
06101050202,1435.0,233.0
06101050301,961.0,76.0
06101050302,1909.0,257.0
06101050400,2591.0,127.0
06101050501,1471.0,139.0
06101050503,1525.0,124.0
06101050504,1881.0,51.0
06101050601,1625.0,88.0
06101050603,1431.0,122.0
06101050604,1390.0,78.0
06101050700,2486.0,390.0
06101050800,1116.0,111.0
06101050900,557.0,45.0
06101051000,781.0,49.0
06101051100,956.0,87.0
06103000100,1798.0,247.0
06103000200,1945.0,134.0
06103000300,1478.0,146.0
06103000400,1738.0,82.0
06103000500,2088.0,224.0
06103000600,2247.0,265.0
06103000700,2475.0,434.0
06103000800,1387.0,133.0
06103000900,1313.0,187.0
06103001000,2165.0,276.0
06103001100,2456.0,403.0
06105000100,3090.0,387.0
06105000200,910.0,165.0
06105000300,1248.0,287.0
06105000400,334.0,62.0
06107000100,1971.0,153.0
06107000201,1803.0,156.0
06107000202,526.0,83.0
06107000301,1794.0,152.0
06107000302,793.0,97.0
06107000401,1078.0,120.0
06107000402,1772.0,167.0
06107000501,1574.0,269.0
06107000502,613.0,72.0
06107000600,1273.0,194.0
06107000701,741.0,95.0
06107000702,1315.0,293.0
06107000800,2022.0,162.0
06107000900,1560.0,198.0
06107001003,1863.0,172.0
06107001004,1707.0,277.0
06107001005,628.0,22.0
06107001006,2199.0,145.0
06107001100,1936.0,355.0
06107001200,452.0,75.0
06107001301,2224.0,158.0
06107001302,1812.0,183.0
06107001400,1386.0,121.0
06107001501,1572.0,158.0
06107001502,1642.0,237.0
06107001601,1242.0,244.0
06107001602,1504.0,163.0
06107001701,2213.0,396.0
06107001703,2044.0,82.0
06107001704,862.0,128.0
06107001800,1858.0,131.0
06107001901,1139.0,50.0
06107001902,1400.0,68.0
06107002002,1675.0,67.0
06107002003,2039.0,101.0
06107002004,1748.0,124.0
06107002006,1325.0,21.0
06107002007,1411.0,120.0
06107002008,1011.0,242.0
06107002009,1685.0,130.0
06107002100,634.0,46.0
06107002201,2319.0,290.0
06107002202,1172.0,248.0
06107002302,1359.0,70.0
06107002303,2230.0,199.0
06107002304,708.0,70.0
06107002400,1447.0,93.0
06107002500,941.0,93.0
06107002601,1078.0,230.0
06107002602,1342.0,134.0
06107002700,2094.0,299.0
06107002800,685.0,100.0
06107002901,1092.0,280.0
06107002903,1551.0,87.0
06107002904,1332.0,175.0
06107003001,1105.0,163.0
06107003002,845.0,47.0
06107003100,1023.0,139.0
06107003200,1459.0,146.0
06107003300,1963.0,200.0
06107003400,1725.0,245.0
06107003500,2930.0,197.0
06107003601,2127.0,268.0
06107003602,1823.0,209.0
06107003700,1864.0,200.0
06107003801,1093.0,149.0
06107003802,1295.0,250.0
06107003901,1793.0,299.0
06107003902,1431.0,237.0
06107004000,0.0,0.0
06107004101,1995.0,456.0
06107004102,464.0,78.0
06107004200,1282.0,302.0
06107004300,1571.0,264.0
06107004400,1531.0,298.0
06107004500,1641.0,252.0
06109001100,1489.0,159.0
06109001200,1750.0,282.0
06109002100,1979.0,155.0
06109002200,2902.0,168.0
06109003100,3149.0,192.0
06109003200,2095.0,201.0
06109004100,2118.0,189.0
06109004200,1763.0,108.0
06109005100,3168.0,443.0
06109005201,576.0,40.0
06109005202,0.0,0.0
06111000100,336.0,10.0
06111000200,609.0,54.0
06111000301,2107.0,121.0
06111000302,2031.0,233.0
06111000400,1708.0,109.0
06111000500,668.0,45.0
06111000600,1734.0,277.0
06111000700,2428.0,115.0
06111000800,2434.0,180.0
06111000901,1140.0,81.0
06111000902,785.0,122.0
06111000903,2227.0,195.0
06111001001,990.0,60.0
06111001002,2665.0,158.0
06111001101,1681.0,89.0
06111001102,1338.0,82.0
06111001201,1588.0,148.0
06111001202,2391.0,9.0
06111001204,741.0,39.0
06111001205,401.0,21.0
06111001301,2235.0,40.0
06111001302,678.0,43.0
06111001401,1159.0,25.0
06111001402,2034.0,130.0
06111001502,2764.0,157.0
06111001503,1880.0,175.0
06111001506,1744.0,57.0
06111001507,1278.0,74.0
06111001601,491.0,39.0
06111001602,962.0,19.0
06111001700,1347.0,6.0
06111001800,1623.0,46.0
06111001900,1657.0,55.0
06111002000,1177.0,30.0
06111002102,918.0,83.0
06111002200,2080.0,163.0
06111002300,1945.0,274.0
06111002400,1225.0,280.0
06111002500,2503.0,97.0
06111002600,1378.0,78.0
06111002700,1706.0,124.0
06111002800,2509.0,158.0
06111002901,1228.0,34.0
06111002902,1663.0,32.0
06111003001,1734.0,90.0
06111003002,2521.0,138.0
06111003100,1885.0,33.0
06111003201,783.0,84.0
06111003202,708.0,125.0
06111003300,2179.0,168.0
06111003401,1514.0,93.0
06111003402,1889.0,289.0
06111003500,350.0,0.0
06111003603,2445.0,149.0
06111003604,2077.0,93.0
06111003605,2481.0,57.0
06111003607,1304.0,14.0
06111003608,879.0,18.0
06111003700,1306.0,39.0
06111003800,1656.0,173.0
06111003900,1367.0,76.0
06111004000,1359.0,105.0
06111004101,1329.0,23.0
06111004102,541.0,17.0
06111004200,1477.0,70.0
06111004301,623.0,36.0
06111004302,2791.0,175.0
06111004400,2639.0,258.0
06111004501,1850.0,171.0
06111004503,782.0,102.0
06111004504,1189.0,80.0
06111004600,651.0,24.0
06111004702,1160.0,36.0
06111004703,2009.0,214.0
06111004704,388.0,24.0
06111004705,1665.0,21.0
06111004706,434.0,76.0
06111004900,1292.0,95.0
06111005001,2220.0,239.0
06111005002,680.0,77.0
06111005100,962.0,28.0
06111005201,3112.0,112.0
06111005202,937.0,7.0
06111005203,1896.0,38.0
06111005303,2001.0,77.0
06111005304,2895.0,162.0
06111005305,1574.0,18.0
06111005306,1674.0,14.0
06111005401,1350.0,0.0
06111005403,1046.0,132.0
06111005404,1171.0,49.0
06111005502,2001.0,110.0
06111005503,1241.0,53.0
06111005504,1565.0,31.0
06111005600,2607.0,130.0
06111005700,10.0,0.0
06111005800,2857.0,59.0
06111005901,2212.0,20.0
06111005906,2301.0,67.0
06111005907,1718.0,93.0
06111005908,947.0,13.0
06111005909,1390.0,58.0
06111005910,539.0,0.0
06111005911,1529.0,38.0
06111006000,1523.0,0.0
06111006100,2385.0,53.0
06111006200,1048.0,5.0
06111006301,2259.0,50.0
06111006302,821.0,12.0
06111006400,2428.0,16.0
06111006500,1059.0,31.0
06111006600,1300.0,11.0
06111006700,1135.0,36.0
06111006800,1243.0,40.0
06111006900,1669.0,113.0
06111007000,1529.0,159.0
06111007100,2367.0,207.0
06111007201,1151.0,20.0
06111007202,1450.0,59.0
06111007300,639.0,32.0
06111007402,2488.0,95.0
06111007403,2130.0,46.0
06111007404,3032.0,109.0
06111007501,3129.0,70.0
06111007503,1868.0,49.0
06111007504,2934.0,141.0
06111007505,1167.0,0.0
06111007506,2111.0,46.0
06111007507,2091.0,25.0
06111007508,1471.0,45.0
06111007602,2048.0,78.0
06111007604,2673.0,151.0
06111007606,241.0,0.0
06111007607,1922.0,35.0
06111007608,2466.0,8.0
06111007700,1936.0,145.0
06111007800,1190.0,123.0
06111007901,1657.0,16.0
06111007903,832.0,22.0
06111007904,1733.0,16.0
06111008001,958.0,16.0
06111008002,1484.0,78.0
06111008004,1493.0,11.0
06111008005,713.0,19.0
06111008101,1086.0,32.0
06111008201,1153.0,69.0
06111008202,1415.0,50.0
06111008302,1887.0,44.0
06111008303,1133.0,96.0
06111008304,1821.0,113.0
06111008305,734.0,0.0
06111008306,1506.0,60.0
06111008401,1445.0,41.0
06111008402,1406.0,60.0
06111008500,2266.0,23.0
06113010101,1955.0,418.0
06113010102,2224.0,282.0
06113010201,1114.0,85.0
06113010203,1919.0,414.0
06113010204,2087.0,313.0
06113010300,2185.0,82.0
06113010400,396.0,41.0
06113010501,836.0,135.0
06113010505,1188.0,44.0
06113010506,1084.0,65.0
06113010507,3071.0,495.0
06113010508,1185.0,112.0
06113010509,1379.0,178.0
06113010510,2026.0,353.0
06113010602,2389.0,532.0
06113010605,976.0,45.0
06113010606,2741.0,173.0
06113010607,1473.0,49.0
06113010608,1689.0,274.0
06113010701,2127.0,420.0
06113010703,1786.0,507.0
06113010704,949.0,148.0
06113010800,1239.0,154.0
06113010901,1638.0,121.0
06113010902,2366.0,253.0
06113011001,2481.0,273.0
06113011002,1332.0,62.0
06113011101,1092.0,128.0
06113011102,1425.0,83.0
06113011103,1087.0,24.0
06113011203,1063.0,22.0
06113011204,1660.0,48.0
06113011205,1213.0,34.0
06113011206,907.0,38.0
06113011300,2365.0,175.0
06113011400,1237.0,132.0
06113011500,1474.0,98.0
06115040100,1815.0,261.0
06115040200,2983.0,255.0
06115040300,2663.0,646.0
06115040400,1514.0,348.0
06115040500,1173.0,235.0
06115040600,1672.0,203.0
06115040700,919.0,70.0
06115040800,1090.0,119.0
06115040901,814.0,84.0
06115040902,1601.0,20.0
06115041000,2317.0,191.0
06115041100,1991.0,378.0
