,P052001 Total: Households,"P052002 Total:  Less than $10,000"
06037405001,1339.0,73.0
06037405002,580.0,25.0
06037405101,1143.0,35.0
06037405102,1310.0,165.0
06037405201,1219.0,62.0
06037405202,1132.0,152.0
06037405203,779.0,52.0
06037405300,2630.0,193.0
06037405400,1217.0,18.0
06037405500,1982.0,92.0
06037405600,1662.0,130.0
06037405700,2578.0,169.0
06037405800,1654.0,115.0
06037405900,1239.0,113.0
06037406000,1505.0,74.0
06037406101,1125.0,113.0
06037406102,2265.0,230.0
06037406200,1709.0,190.0
06037406300,1668.0,93.0
06037406402,686.0,15.0
06037406411,552.0,31.0
06037406412,752.0,55.0
06037406500,2093.0,79.0
06037406601,1522.0,41.0
06037406602,1324.0,34.0
06037406700,2635.0,152.0
06037406800,1334.0,65.0
06037406900,2058.0,292.0
06037407001,1178.0,34.0
06037407002,755.0,68.0
06037407101,1210.0,80.0
06037407102,1227.0,36.0
06037407200,1606.0,140.0
06037407301,1030.0,50.0
06037407302,780.0,35.0
06037407400,493.0,26.0
06037407500,1836.0,118.0
06037407600,2012.0,213.0
06037407701,1220.0,123.0
06037407702,1631.0,68.0
06037407800,1796.0,36.0
06037407900,1394.0,45.0
06037408001,2436.0,121.0
06037408002,2158.0,55.0
06037408101,2460.0,109.0
06037408102,1805.0,84.0
06037408132,1994.0,92.0
06037408133,1636.0,168.0
06037408134,825.0,28.0
06037408135,1228.0,35.0
06037408202,551.0,78.0
06037408211,1750.0,165.0
06037408212,1199.0,55.0
06037408301,1210.0,92.0
06037408302,966.0,30.0
06037408303,1138.0,65.0
06037408401,1189.0,79.0
06037408402,1780.0,127.0
06037408501,728.0,44.0
06037408502,2281.0,163.0
06037408503,1949.0,38.0
06037408601,1861.0,83.0
06037408623,1002.0,70.0
06037408624,1002.0,47.0
06037408625,1317.0,55.0
06037408626,1705.0,143.0
06037408627,979.0,57.0
06037408628,1906.0,252.0
06037408629,962.0,25.0
06037408703,1855.0,69.0
06037408704,1001.0,128.0
06037408705,1586.0,141.0
06037408706,452.0,12.0
06037408721,2268.0,228.0
06037408722,1249.0,59.0
06037408800,1103.0,204.0
06037430001,1526.0,55.0
06037430002,2233.0,131.0
06037430101,1637.0,226.0
06037430102,1227.0,114.0
06037430200,459.0,6.0
06037430301,1649.0,53.0
06037430302,2447.0,92.0
06037430400,1474.0,51.0
06037430501,1742.0,60.0
06037430502,3011.0,84.0
06037430600,1411.0,55.0
06037430701,1878.0,128.0
06037430721,1256.0,66.0
06037430723,1635.0,151.0
06037430724,1874.0,218.0
06037430801,2169.0,139.0
06037430802,1332.0,73.0
06037430803,1759.0,122.0
06037430900,3210.0,301.0
06037431001,2731.0,246.0
06037431002,1269.0,94.0
06037431100,2014.0,214.0
06037431200,1499.0,103.0
06037431300,834.0,28.0
06037431400,1359.0,64.0
06037431500,2916.0,158.0
06037431600,1191.0,62.0
06037431700,2119.0,216.0
06037431800,1775.0,105.0
06037431900,1344.0,110.0
06037432000,2447.0,169.0
06037432101,1326.0,91.0
06037432102,1744.0,72.0
06037432201,1187.0,90.0
06037432202,1166.0,59.0
06037432300,1135.0,65.0
06037432401,940.0,69.0
06037432402,1632.0,263.0
06037432500,2077.0,140.0
06037432601,1553.0,123.0
06037432602,1063.0,60.0
06037432700,1193.0,99.0
06037432801,552.0,82.0
06037432802,1455.0,294.0
06037432901,1186.0,125.0
06037432902,871.0,58.0
06037433100,1764.0,147.0
06037433200,1537.0,202.0
06037433301,2317.0,267.0
06037433302,369.0,90.0
06037433303,1566.0,112.0
06037433401,734.0,79.0
06037433402,1043.0,191.0
06037433403,1191.0,247.0
06037433501,490.0,66.0
06037433502,1633.0,130.0
06037433601,1244.0,159.0
06037433602,706.0,25.0
06037433700,791.0,45.0
06037433801,1275.0,91.0
06037433802,632.0,28.0
06037433901,1218.0,236.0
06037433902,910.0,108.0
06037434001,989.0,71.0
06037434002,1595.0,111.0
06037460000,1683.0,62.0
06037460100,2357.0,27.0
06037460200,2034.0,91.0
06037460301,1576.0,62.0
06037460302,1322.0,93.0
06037460400,311.0,13.0
06037460501,1874.0,38.0
06037460502,1475.0,21.0
06037460600,1519.0,59.0
06037460700,1668.0,49.0
06037460800,1288.0,16.0
06037460900,1937.0,160.0
06037461000,1662.0,152.0
06037461100,1620.0,152.0
06037461200,1667.0,42.0
06037461300,2394.0,203.0
06037461400,1246.0,101.0
06037461500,2740.0,307.0
06037461600,1635.0,247.0
06037461700,676.0,34.0
06037461900,2388.0,405.0
06037462000,2272.0,423.0
06037462100,1783.0,276.0
06037462200,2467.0,597.0
06037462300,3121.0,395.0
06037462400,1602.0,168.0
06037462500,2354.0,177.0
06037462600,897.0,28.0
06037462700,2167.0,192.0
06037462800,1076.0,68.0
06037462900,1331.0,84.0
06037463000,770.0,31.0
06037463101,921.0,40.0
06037463102,1131.0,61.0
06037463200,1438.0,104.0
06037463300,902.0,57.0
06037463400,2631.0,306.0
06037463500,2642.0,278.0
06037463600,5308.0,526.0
06037463700,770.0,32.0
06037463800,1649.0,53.0
06037463900,1549.0,109.0
06037464000,2623.0,138.0
06037464100,2333.0,89.0
06037464200,1928.0,90.0
06037480002,1111.0,31.0
06037480011,1845.0,134.0
06037480012,1806.0,193.0
06037480101,1236.0,78.0
06037480102,1393.0,119.0
06037480201,1351.0,10.0
06037480202,880.0,31.0
06037480301,3096.0,398.0
06037480302,1734.0,172.0
06037480400,2273.0,153.0
06037480500,2163.0,176.0
06037480600,3436.0,257.0
06037480702,1642.0,67.0
06037480703,1346.0,136.0
06037480704,1899.0,124.0
06037480802,1002.0,86.0
06037480803,1263.0,66.0
06037480804,1840.0,178.0
06037480901,1571.0,218.0
06037480902,1413.0,212.0
06037480903,992.0,101.0
06037481001,1285.0,89.0
06037481002,1892.0,293.0
06037481101,1391.0,202.0
06037481102,1437.0,175.0
06037481103,1520.0,121.0
06037481201,1108.0,78.0
06037481202,1976.0,163.0
06037481300,795.0,38.0
06037481401,1846.0,254.0
06037481402,2074.0,188.0
06037481500,1531.0,118.0
06037481602,2662.0,242.0
06037481603,1293.0,99.0
06037481604,1350.0,109.0
06037481711,1349.0,196.0
06037481712,1618.0,315.0
06037481713,853.0,106.0
06037481714,866.0,180.0
06037481800,923.0,78.0
06037481901,1973.0,157.0
06037481902,1033.0,46.0
06037482001,966.0,73.0
06037482002,2479.0,302.0
06037482101,1402.0,111.0
06037482102,955.0,50.0
06037482201,1190.0,172.0
06037482202,1536.0,151.0
06037482301,1318.0,152.0
06037482303,1440.0,205.0
06037482304,986.0,97.0
06037482401,934.0,92.0
06037482402,2018.0,179.0
06037482502,820.0,98.0
06037482503,1002.0,117.0
06037482521,1403.0,94.0
06037482522,1517.0,80.0
06037482600,2234.0,62.0
06037482701,1346.0,134.0
06037482702,835.0,25.0
06037482800,1363.0,117.0
06037500100,1142.0,21.0
06037500201,2007.0,39.0
06037500202,1582.0,41.0
06037500300,1049.0,13.0
06037500401,2333.0,129.0
06037500402,1206.0,162.0
06037500500,845.0,102.0
06037500600,1360.0,128.0
06037500700,1698.0,122.0
06037500800,1409.0,120.0
06037500900,1591.0,290.0
06037501000,2080.0,117.0
06037501200,1488.0,116.0
06037501300,2447.0,175.0
06037501400,1300.0,105.0
06037501501,801.0,45.0
06037501503,2014.0,96.0
06037501504,1518.0,280.0
06037501600,2343.0,113.0
06037501700,1278.0,78.0
06037501801,2147.0,293.0
06037501802,1311.0,62.0
06037501900,1346.0,66.0
06037502001,1219.0,51.0
06037502002,1795.0,111.0
06037502100,1567.0,127.0
06037502200,1826.0,148.0
06037502301,1307.0,51.0
06037502302,722.0,81.0
06037502401,1149.0,142.0
06037502402,1017.0,22.0
06037502500,1068.0,92.0
06037502601,1808.0,88.0
06037502602,1310.0,221.0
06037502700,1914.0,121.0
06037502800,2514.0,215.0
06037502901,1355.0,24.0
06037502902,855.0,17.0
06037503000,1155.0,44.0
06037503101,1997.0,115.0
06037503102,1632.0,76.0
06037503201,1133.0,37.0
06037503202,1129.0,68.0
06037503301,1083.0,41.0
06037503302,1858.0,120.0
06037503401,2308.0,134.0
06037503402,1335.0,66.0
06037503501,1935.0,93.0
06037503502,1245.0,61.0
06037503601,1229.0,35.0
06037503602,1220.0,43.0
06037503701,1636.0,136.0
06037503702,1701.0,89.0
06037503703,2779.0,112.0
06037503801,1230.0,20.0
06037503802,1587.0,68.0
06037503901,804.0,6.0
06037503902,1420.0,53.0
06037504001,1244.0,59.0
06037504002,1649.0,98.0
06037504101,1405.0,87.0
06037504102,5.0,0.0
06037530003,1032.0,52.0
06037530004,1139.0,64.0
06037530005,1381.0,21.0
06037530006,1475.0,99.0
06037530101,1635.0,258.0
06037530102,1669.0,257.0
06037530202,1188.0,80.0
06037530203,1061.0,157.0
06037530204,1156.0,159.0
06037530301,665.0,98.0
06037530302,1715.0,182.0
06037530400,1228.0,236.0
06037530500,1137.0,213.0
06037530601,785.0,83.0
06037530602,381.0,63.0
06037530700,510.0,49.0
06037530801,1376.0,204.0
06037530802,834.0,106.0
06037530901,868.0,152.0
06037530902,1067.0,230.0
06037531000,1264.0,133.0
06037531101,1213.0,161.0
06037531102,768.0,125.0
06037531201,1190.0,101.0
06037531202,1132.0,159.0
06037531301,1201.0,141.0
06037531302,1430.0,115.0
06037531501,1770.0,228.0
06037531502,755.0,120.0
06037531602,1090.0,176.0
06037531603,829.0,90.0
06037531604,882.0,139.0
06037531701,1338.0,151.0
06037531702,1266.0,138.0
06037531800,1273.0,109.0
06037531901,1661.0,201.0
06037531902,1094.0,135.0
06037532001,896.0,117.0
06037532002,889.0,88.0
06037532101,1680.0,193.0
06037532102,999.0,106.0
06037532200,1725.0,182.0
06037532302,1084.0,116.0
06037532303,1258.0,88.0
06037532304,932.0,171.0
06037532400,24.0,0.0
06037532500,1088.0,73.0
06037532603,771.0,50.0
06037532604,662.0,53.0
06037532605,1040.0,172.0
06037532606,1245.0,173.0
06037532700,621.0,92.0
06037532800,1032.0,205.0
06037532900,1469.0,382.0
06037533000,1551.0,223.0
06037533103,854.0,110.0
06037533104,1237.0,242.0
06037533105,640.0,102.0
06037533106,422.0,59.0
06037533107,981.0,117.0
06037533201,677.0,46.0
06037533202,647.0,28.0
06037533203,521.0,74.0
06037533300,847.0,88.0
06037533401,1125.0,98.0
06037533402,990.0,107.0
06037533403,760.0,23.0
06037533501,735.0,74.0
06037533502,573.0,80.0
06037533503,517.0,93.0
06037533601,1104.0,119.0
06037533602,1531.0,156.0
06037533603,1658.0,208.0
06037533701,965.0,139.0
06037533702,834.0,88.0
06037533703,961.0,137.0
06037533801,1892.0,177.0
06037533803,1581.0,145.0
06037533804,1166.0,145.0
06037533901,1408.0,73.0
06037533902,942.0,96.0
06037534001,1217.0,136.0
06037534002,893.0,104.0
06037534101,528.0,64.0
06037534102,1475.0,169.0
06037534201,989.0,114.0
06037534202,1245.0,126.0
06037534203,773.0,87.0
06037534301,1089.0,132.0
06037534302,796.0,106.0
06037534403,694.0,79.0
06037534404,943.0,150.0
06037534405,968.0,130.0
06037534406,934.0,63.0
06037534501,1279.0,114.0
06037534502,998.0,62.0
06037534700,930.0,68.0
06037534802,672.0,78.0
06037534803,1133.0,157.0
06037534804,878.0,77.0
06037534900,1412.0,152.0
06037535000,1726.0,376.0
06037535101,1585.0,250.0
06037535102,902.0,228.0
06037535200,1141.0,174.0
06037535300,1284.0,190.0
06037535400,673.0,108.0
06037535501,930.0,134.0
06037535502,1230.0,104.0
06037535503,678.0,135.0
06037535603,992.0,83.0
06037535604,1001.0,106.0
06037535605,1061.0,146.0
06037535606,417.0,27.0
06037535607,1048.0,96.0
06037535701,1439.0,119.0
06037535702,1281.0,107.0
06037535802,1551.0,154.0
06037535803,1064.0,89.0
06037535804,1325.0,177.0
06037535901,1351.0,142.0
06037535902,1459.0,98.0
06037536000,1007.0,108.0
06037536101,2406.0,196.0
06037536102,1101.0,66.0
06037536200,1824.0,56.0
06037540000,1431.0,171.0
06037540101,1368.0,122.0
06037540102,1461.0,112.0
06037540201,539.0,57.0
06037540202,1597.0,245.0
06037540203,1216.0,123.0
06037540300,1128.0,111.0
06037540400,410.0,55.0
06037540501,979.0,80.0
06037540502,1357.0,169.0
06037540600,996.0,303.0
06037540700,723.0,150.0
06037540800,1657.0,364.0
06037540901,1097.0,145.0
06037540902,1329.0,220.0
06037541001,342.0,28.0
06037541002,1083.0,57.0
06037541100,866.0,88.0
06037541200,1754.0,276.0
06037541300,1398.0,200.0
06037541400,1369.0,227.0
06037541500,1097.0,162.0
06037541603,648.0,102.0
06037541604,1313.0,239.0
06037541605,1135.0,158.0
06037541606,571.0,73.0
06037541700,1311.0,103.0
06037541801,1087.0,96.0
06037541802,1102.0,117.0
06037542000,1129.0,158.0
06037542101,1421.0,187.0
06037542102,1527.0,265.0
06037542200,1505.0,225.0
06037542401,1186.0,126.0
06037542402,745.0,76.0
06037542501,1052.0,240.0
06037542502,1182.0,262.0
06037542601,614.0,142.0
06037542602,1170.0,190.0
06037542700,1218.0,172.0
06037542800,871.0,171.0
06037542900,695.0,87.0
06037543000,1199.0,160.0
06037543100,1717.0,174.0
06037543201,817.0,97.0
06037543202,1125.0,121.0
06037543303,2073.0,77.0
06037543304,1890.0,45.0
06037543305,1066.0,50.0
06037543321,1258.0,127.0
06037543322,2111.0,81.0
06037543400,984.0,41.0
06037543501,2051.0,242.0
06037543502,1279.0,80.0
06037543503,1826.0,141.0
06037543601,1026.0,47.0
06037543602,2449.0,119.0
06037543603,1600.0,82.0
06037543604,1274.0,44.0
06037543701,658.0,21.0
06037543702,1683.0,65.0
06037543703,973.0,39.0
06037543801,1500.0,155.0
06037543802,1892.0,190.0
06037543903,973.0,46.0
06037543904,945.0,83.0
06037544000,2053.0,156.0
06037550000,144.0,13.0
06037550100,1855.0,75.0
06037550200,2238.0,137.0
06037550300,2062.0,109.0
06037550400,412.0,17.0
06037550500,2378.0,79.0
06037550600,2933.0,220.0
06037550700,2031.0,133.0
06037550800,2184.0,117.0
06037550900,3253.0,231.0
06037551000,2337.0,126.0
06037551100,2906.0,325.0
06037551201,1125.0,76.0
06037551202,2163.0,156.0
06037551300,1877.0,188.0
06037551400,2724.0,119.0
06037551500,2712.0,171.0
06037551600,0.0,0.0
06037551700,1720.0,144.0
06037551800,2272.0,115.0
06037551900,1432.0,62.0
06037552000,1973.0,112.0
06037552100,1542.0,186.0
06037552200,1870.0,167.0
06037552300,2493.0,106.0
06037552400,616.0,37.0
06037552601,1108.0,31.0
06037552602,1095.0,15.0
06037552700,1698.0,49.0
06037552800,1619.0,93.0
06037552900,1909.0,142.0
06037553000,1194.0,47.0
06037553100,1902.0,188.0
06037553200,1990.0,88.0
06037553300,992.0,68.0
06037553400,987.0,93.0
06037553501,2032.0,196.0
06037553502,1259.0,178.0
06037553601,1215.0,131.0
06037553602,1281.0,153.0
06037553701,893.0,103.0
06037553702,1083.0,81.0
06037553801,1013.0,131.0
06037553802,1862.0,174.0
06037553901,1660.0,104.0
06037553902,1654.0,127.0
06037554001,1228.0,22.0
06037554002,1701.0,144.0
06037554101,1121.0,135.0
06037554102,2560.0,252.0
06037554201,1128.0,73.0
06037554202,2824.0,336.0
06037554300,2104.0,244.0
06037554401,2811.0,308.0
06037554403,1694.0,195.0
06037554404,1339.0,79.0
06037554511,1232.0,37.0
06037554512,1871.0,61.0
06037554513,812.0,7.0
06037554514,1442.0,34.0
06037554515,1048.0,19.0
06037554516,1290.0,68.0
06037554517,1463.0,90.0
06037554518,1569.0,39.0
06037554519,1161.0,46.0
06037554521,1935.0,52.0
06037554522,1554.0,57.0
06037554600,1232.0,119.0
06037554700,996.0,51.0
06037554801,768.0,33.0
06037554802,1677.0,105.0
06037554900,2023.0,124.0
06037555001,1624.0,123.0
06037555002,1048.0,132.0
06037555102,1878.0,213.0
06037555103,1457.0,102.0
06037555104,1310.0,102.0
06037555202,1088.0,53.0
06037555211,1344.0,129.0
06037555212,1160.0,80.0
06037570001,1487.0,59.0
06037570002,851.0,72.0
06037570003,1436.0,65.0
06037570100,720.0,48.0
06037570202,1601.0,97.0
06037570203,1170.0,160.0
06037570204,990.0,140.0
06037570301,2096.0,322.0
06037570303,1139.0,218.0
06037570304,1357.0,247.0
06037570401,1940.0,225.0
06037570402,970.0,88.0
06037570501,2053.0,191.0
06037570502,1776.0,182.0
06037570601,1561.0,222.0
06037570602,1801.0,167.0
06037570603,1689.0,268.0
06037570701,2565.0,194.0
06037570702,813.0,40.0
06037570800,1865.0,60.0
06037570901,1908.0,71.0
06037570902,1276.0,26.0
06037571000,1993.0,54.0
06037571101,1569.0,33.0
06037571102,1345.0,52.0
06037571200,3057.0,262.0
06037571300,1544.0,71.0
06037571400,1738.0,125.0
06037571501,2983.0,306.0
06037571502,1796.0,141.0
06037571600,657.0,306.0
06037571701,1710.0,215.0
06037571702,2282.0,349.0
06037571800,1292.0,29.0
06037571900,2352.0,170.0
06037572001,2144.0,101.0
06037572002,1767.0,164.0
06037572100,331.0,8.0
06037572201,2034.0,188.0
06037572202,1103.0,80.0
06037572301,925.0,95.0
06037572302,816.0,91.0
06037572400,318.0,36.0
06037572500,1258.0,424.0
06037572600,1218.0,54.0
06037572700,1298.0,106.0
06037572800,23.0,0.0
06037572900,1235.0,137.0
06037573001,2122.0,409.0
06037573002,1108.0,381.0
06037573100,2299.0,304.0
06037573201,1310.0,214.0
06037573202,1434.0,266.0
06037573300,987.0,200.0
06037573401,523.0,52.0
06037573402,2231.0,139.0
06037573403,891.0,98.0
06037573500,0.0,0.0
06037573600,2286.0,78.0
06037573700,1672.0,55.0
06037573800,1545.0,49.0
06037573901,0.0,0.0
06037573902,924.0,31.0
06037574000,2009.0,100.0
06037574100,1940.0,68.0
06037574201,1183.0,37.0
06037574202,666.0,44.0
06037574300,2252.0,100.0
06037574400,1967.0,57.0
06037574500,2309.0,16.0
06037574601,15.0,0.0
06037574602,557.0,10.0
06037574700,0.0,0.0
06037574800,1500.0,166.0
06037574901,1412.0,61.0
06037574902,1971.0,255.0
06037575001,1487.0,133.0
06037575002,1816.0,161.0
06037575101,1457.0,219.0
06037575102,1218.0,176.0
06037575103,1982.0,340.0
06037575201,1397.0,379.0
06037575202,1215.0,344.0
06037575300,1198.0,235.0
06037575401,1191.0,258.0
06037575402,943.0,252.0
06037575500,38.0,6.0
06037575600,2.0,0.0
06037575801,725.0,144.0
06037575802,1419.0,312.0
06037575803,1094.0,367.0
06037575901,1374.0,221.0
06037575902,2614.0,720.0
06037576000,286.0,74.0
06037576100,1733.0,355.0
06037576200,2537.0,703.0
06037576300,2818.0,668.0
06037576401,1233.0,303.0
06037576402,1301.0,329.0
06037576403,1502.0,336.0
06037576501,1507.0,357.0
06037576502,2052.0,355.0
06037576503,1770.0,228.0
06037576601,2790.0,421.0
06037576602,2524.0,292.0
06037576700,2240.0,94.0
06037576801,2107.0,317.0
06037576802,1981.0,208.0
06037576901,1841.0,413.0
06037576902,2651.0,526.0
06037577000,3255.0,409.0
06037577100,3417.0,273.0
06037577200,3324.0,169.0
06037577300,3437.0,296.0
06037577400,1758.0,117.0
06037577501,1671.0,25.0
06037577502,892.0,26.0
06037577601,717.0,8.0
06037577602,1799.0,92.0
06037577603,3717.0,132.0
06037599000,1122.0,65.0
06037599100,149.0,8.0
06037600100,1829.0,463.0
06037600201,1131.0,294.0
06037600202,1855.0,512.0
06037600301,1986.0,578.0
06037600302,1039.0,100.0
06037600400,1419.0,277.0
06037600501,933.0,140.0
06037600502,677.0,61.0
06037600601,1040.0,78.0
06037600602,827.0,195.0
06037600702,1025.0,110.0
06037600703,913.0,74.0
06037600704,1303.0,232.0
06037600801,1226.0,129.0
06037600802,1140.0,125.0
06037600902,2540.0,498.0
06037600911,1152.0,94.0
06037600912,1495.0,128.0
06037601001,1160.0,317.0
06037601002,2021.0,194.0
06037601100,1946.0,375.0
06037601202,1104.0,69.0
06037601211,1073.0,282.0
06037601212,2014.0,298.0
06037601301,796.0,72.0
06037601302,2866.0,415.0
06037601303,2126.0,389.0
06037601401,1504.0,217.0
06037601402,1374.0,130.0
06037601501,1035.0,169.0
06037601502,825.0,77.0
06037601600,1055.0,133.0
06037601700,1268.0,218.0
06037601801,792.0,58.0
06037601802,954.0,99.0
06037601900,1405.0,203.0
06037602002,811.0,91.0
06037602003,1215.0,168.0
06037602004,1037.0,90.0
06037602103,2138.0,374.0
06037602104,1698.0,181.0
06037602105,1391.0,183.0
06037602106,2150.0,307.0
06037602200,2091.0,173.0
06037602301,1916.0,94.0
06037602302,1108.0,11.0
06037602402,2216.0,104.0
06037602403,1671.0,223.0
06037602404,1983.0,182.0
06037602501,3469.0,437.0
06037602502,3460.0,698.0
06037602503,3309.0,422.0
06037602600,2735.0,286.0
06037602700,1093.0,82.0
06037602800,2356.0,391.0
06037602900,1254.0,157.0
06037603001,2222.0,267.0
06037603003,2831.0,392.0
06037603004,684.0,68.0
06037603101,1545.0,132.0
06037603102,1426.0,232.0
06037603200,970.0,110.0
06037603301,1633.0,237.0
06037603302,1458.0,229.0
06037603400,1496.0,118.0
06037603500,914.0,37.0
06037603600,1302.0,30.0
06037603702,1640.0,118.0
06037603703,850.0,0.0
06037603704,2020.0,292.0
06037603800,2450.0,298.0
06037603900,2331.0,276.0
06037604000,2804.0,143.0
06037604100,1982.0,123.0
06037609900,584.0,80.0
06037620001,1597.0,53.0
06037620002,1548.0,54.0
06037620003,0.0,0.0
06037620101,2217.0,114.0
06037620102,1691.0,24.0
06037620201,971.0,20.0
06037620301,1599.0,36.0
06037620302,3124.0,125.0
06037620303,1674.0,45.0
06037620400,2076.0,112.0
06037620501,2061.0,70.0
06037620521,1629.0,84.0
06037620522,1775.0,73.0
06037620601,2089.0,92.0
06037620602,1982.0,69.0
06037620701,2811.0,48.0
06037620702,2526.0,83.0
06037620800,2678.0,49.0
06037620901,1001.0,33.0
06037620902,1368.0,26.0
06037621001,1873.0,65.0
06037621002,2940.0,118.0
06037621101,3403.0,122.0
06037621102,1225.0,44.0
06037621201,2632.0,111.0
06037621202,2245.0,212.0
06037621301,2945.0,70.0
06037621321,2131.0,73.0
06037621322,1863.0,91.0
06037621400,1905.0,69.0
06037650001,2265.0,172.0
06037650002,2780.0,339.0
06037650101,2102.0,96.0
06037650102,776.0,56.0
06037650200,1912.0,51.0
06037650300,2482.0,192.0
06037650400,1392.0,26.0
06037650501,1068.0,48.0
06037650502,1586.0,66.0
06037650601,3625.0,408.0
06037650602,2787.0,226.0
06037650603,1542.0,62.0
06037650701,746.0,27.0
06037650702,1571.0,51.0
06037650800,2558.0,175.0
06037650901,2421.0,201.0
06037650902,2125.0,114.0
06037651001,1903.0,85.0
06037651002,1706.0,87.0
06037651101,1789.0,58.0
06037651102,1690.0,85.0
06037651201,1725.0,18.0
06037651221,1305.0,128.0
06037651222,2327.0,104.0
06037651301,2496.0,69.0
06037651302,2457.0,45.0
06037651400,3362.0,191.0
06037670001,1246.0,96.0
06037670002,1474.0,173.0
06037670003,2374.0,202.0
06037670100,2731.0,210.0
06037670201,1517.0,15.0
06037670202,920.0,29.0
06037670301,2007.0,45.0
06037670321,1349.0,40.0
06037670322,1633.0,26.0
06037670403,936.0,8.0
06037670405,963.0,17.0
06037670406,559.0,0.0
06037670407,2219.0,99.0
06037670411,1505.0,42.0
06037670413,1840.0,36.0
06037670414,1488.0,40.0
06037670500,639.0,10.0
06037670600,2724.0,20.0
06037670701,2456.0,41.0
06037670702,2018.0,45.0
06037700100,5690.0,1184.0
06037700200,4366.0,558.0
06037700300,3927.0,308.0
06037700400,3388.0,326.0
06037700500,5739.0,638.0
06037700600,1909.0,65.0
06037700700,1129.0,38.0
06037700800,4527.0,514.0
06037700901,1546.0,141.0
06037700902,3184.0,297.0
06037701000,2733.0,134.0
06037701100,74.0,15.0
06037701201,1568.0,63.0
06037701202,1752.0,143.0
06037701301,3049.0,182.0
06037701302,2839.0,253.0
06037701400,4141.0,569.0
06037701501,2761.0,178.0
06037701502,1933.0,160.0
06037701601,1776.0,105.0
06037701602,1871.0,204.0
06037701701,1745.0,200.0
06037701702,1495.0,194.0
06037701801,2358.0,350.0
06037701802,1845.0,315.0
06037701900,1510.0,317.0
06037702000,3286.0,352.0
06037702100,3705.0,338.0
06037702201,2191.0,187.0
06037702202,1702.0,111.0
06037702300,2976.0,277.0
06037702400,1902.0,105.0
06037702501,2129.0,174.0
06037702502,2070.0,169.0
06037702600,2276.0,70.0
06037702700,1290.0,65.0
06037702801,1958.0,163.0
06037702802,847.0,59.0
06037702803,1073.0,103.0
06037702901,5307.0,373.0
06037703001,3091.0,129.0
06037703002,2797.0,59.0
06037703100,2299.0,141.0
06037703200,2218.0,159.0
06037800101,1762.0,12.0
06037800102,2584.0,156.0
06037800201,3190.0,59.0
06037800202,1602.0,48.0
06037800302,2879.0,89.0
06037800303,2731.0,119.0
06037800323,2422.0,84.0
06037800324,2380.0,77.0
06037800325,1520.0,64.0
06037800326,1999.0,89.0
06037800401,641.0,15.0
06037800403,2675.0,133.0
06037800404,952.0,20.0
06037800501,1439.0,37.0
06037800502,1114.0,93.0
06037900101,3171.0,272.0
06037900102,394.0,66.0
06037900200,526.0,97.0
06037900300,660.0,98.0
06037900501,1869.0,228.0
06037900502,2433.0,255.0
06037900503,2444.0,153.0
06037900504,1302.0,76.0
06037900602,1148.0,241.0
06037900604,2580.0,242.0
06037900605,1533.0,115.0
06037900606,1150.0,209.0
06037900607,1111.0,116.0
06037900701,1719.0,159.0
06037900703,1751.0,257.0
06037900704,1281.0,199.0
06037900705,1755.0,113.0
06037900803,1944.0,173.0
06037900804,832.0,83.0
06037900805,1524.0,82.0
06037900806,1408.0,412.0
06037900900,873.0,116.0
06037901003,0.0,0.0
06037901004,1336.0,67.0
06037901005,2589.0,140.0
06037901006,3372.0,212.0
06037901007,653.0,54.0
06037901101,1449.0,131.0
06037901102,1562.0,153.0
06037901203,604.0,94.0
06037901204,807.0,50.0
06037901205,2310.0,282.0
06037901206,399.0,22.0
06037901207,928.0,44.0
06037910000,3134.0,362.0
06037910100,418.0,59.0
06037910201,961.0,35.0
06037910202,1073.0,48.0
06037910203,2713.0,102.0
06037910204,2037.0,60.0
06037910205,378.0,32.0
06037910206,43.0,0.0
06037910301,1337.0,67.0
06037910302,1453.0,30.0
06037910401,1624.0,68.0
06037910402,972.0,163.0
06037910403,658.0,113.0
06037910404,1085.0,123.0
06037910501,1882.0,693.0
06037910502,1093.0,165.0
06037910503,1912.0,98.0
06037910601,1423.0,167.0
06037910602,850.0,129.0
06037910603,1911.0,174.0
06037910604,2016.0,162.0
06037910703,2529.0,202.0
06037910704,2160.0,100.0
06037910705,1158.0,67.0
06037910706,1024.0,55.0
06037910707,1456.0,150.0
06037910708,218.0,18.0
06037910709,501.0,18.0
06037910710,2895.0,160.0
06037910803,1183.0,38.0
06037910804,794.0,24.0
06037910805,1622.0,68.0
06037910806,127.0,23.0
06037910807,1625.0,69.0
06037910808,1180.0,22.0
06037910809,598.0,31.0
06037910810,642.0,0.0
06037910901,541.0,31.0
06037910902,525.0,107.0
06037911000,471.0,70.0
06037920013,1196.0,35.0
06037920014,147.0,36.0
06037920015,763.0,16.0
06037920016,873.0,28.0
06037920017,1357.0,39.0
06037920018,732.0,0.0
06037920019,2256.0,57.0
06037920020,1967.0,51.0
06037920023,693.0,12.0
06037920026,96.0,0.0
06037920027,4.0,0.0
06037920028,562.0,9.0
06037920029,1138.0,53.0
06037920030,1854.0,32.0
06037920031,2330.0,127.0
06037920032,476.0,0.0
06037920033,161.0,9.0
06037920034,872.0,32.0
06037920035,1960.0,44.0
06037920036,977.0,67.0
06037920037,2139.0,108.0
06037920038,1747.0,150.0
06037920039,578.0,0.0
06037920040,717.0,25.0
06037920041,348.0,8.0
